,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
160,Children of the Demon - Nico Parisi Mix,Aqualords,2014-12-03,False,spotify:track:66Fp3txAXJIRCGQlU32ejS,35,Rodri,https://open.spotify.com/track/66Fp3txAXJIRCGQlU32ejS,0.76,0.564,9,-12.357,1,0.0757,0.00607,0.711,0.0699,0.491,143.273,audio_features,66Fp3txAXJIRCGQlU32ejS,https://api.spotify.com/v1/tracks/66Fp3txAXJIRCGQlU32ejS,https://api.spotify.com/v1/audio-analysis/66Fp3txAXJIRCGQlU32ejS,475954,4
161,Memento - Edit,Dream Dance Alliance,2006-09-01,False,spotify:track:4W20JxmAEzquK0XvwFc5va,0,Rodri,https://open.spotify.com/track/4W20JxmAEzquK0XvwFc5va,0.69,0.975,0,-8.089,0,0.0495,0.0577,0.919,0.0405,0.129,137.947,audio_features,4W20JxmAEzquK0XvwFc5va,https://api.spotify.com/v1/tracks/4W20JxmAEzquK0XvwFc5va,https://api.spotify.com/v1/audio-analysis/4W20JxmAEzquK0XvwFc5va,220870,4
162,Together (feat. Elderbrook & MIKE DEAN),"['Carnage', 'The Martinez Brothers', 'Elderbrook', 'MIKE DEAN']",2020-08-07,False,spotify:track:5991u5bqBb19XqhjoAraZz,39,Rodri,https://open.spotify.com/track/5991u5bqBb19XqhjoAraZz,0.78,0.5,1,-14.553,0,0.0629,0.0309,0.734,0.132,0.0362,125.015,audio_features,5991u5bqBb19XqhjoAraZz,https://api.spotify.com/v1/tracks/5991u5bqBb19XqhjoAraZz,https://api.spotify.com/v1/audio-analysis/5991u5bqBb19XqhjoAraZz,345600,4
163,Love Drug,Die Antwoord,2017-05-05,True,spotify:track:4GUuAnl6UHJ3NJdw402woI,0,Rodri,https://open.spotify.com/track/4GUuAnl6UHJ3NJdw402woI,0.566,0.878,1,-5.033,1,0.406,0.0104,6.25e-06,0.238,0.395,167.819,audio_features,4GUuAnl6UHJ3NJdw402woI,https://api.spotify.com/v1/tracks/4GUuAnl6UHJ3NJdw402woI,https://api.spotify.com/v1/audio-analysis/4GUuAnl6UHJ3NJdw402woI,250628,4
164,Lucha De Gigantes,"['Love of Lesbian', 'Zahara']",2010-01-01,False,spotify:track:1ozbWlTQASs311dSO5R6vp,56,Rodri,https://open.spotify.com/track/1ozbWlTQASs311dSO5R6vp,0.729,0.482,4,-6.5,0,0.0301,0.339,4.38e-05,0.159,0.361,108.133,audio_features,1ozbWlTQASs311dSO5R6vp,https://api.spotify.com/v1/tracks/1ozbWlTQASs311dSO5R6vp,https://api.spotify.com/v1/audio-analysis/1ozbWlTQASs311dSO5R6vp,206880,4
165,La Danza,John Summit,2022-03-11,False,spotify:track:2FEUloDXMvRnyfLcsrCfkw,66,Antonio,https://open.spotify.com/track/2FEUloDXMvRnyfLcsrCfkw,0.797,0.88,6,-5.722,0,0.0442,0.00298,0.574,0.183,0.357,125.996,audio_features,2FEUloDXMvRnyfLcsrCfkw,https://api.spotify.com/v1/tracks/2FEUloDXMvRnyfLcsrCfkw,https://api.spotify.com/v1/audio-analysis/2FEUloDXMvRnyfLcsrCfkw,157619,4
166,Le Vent Tourne,Sens Unik,1997-08-16,False,spotify:track:5Cwz1YnIuNuOyFCE8oJRLF,9,Miguel,https://open.spotify.com/track/5Cwz1YnIuNuOyFCE8oJRLF,0.744,0.642,1,-8.09,1,0.0554,0.19,1.97e-05,0.295,0.542,92.15,audio_features,5Cwz1YnIuNuOyFCE8oJRLF,https://api.spotify.com/v1/tracks/5Cwz1YnIuNuOyFCE8oJRLF,https://api.spotify.com/v1/audio-analysis/5Cwz1YnIuNuOyFCE8oJRLF,233067,4
167,La Haine,Cut Killer,2010-04-19,False,spotify:track:4HNH7bIAIscir2rVqVi2eV,47,Miguel,https://open.spotify.com/track/4HNH7bIAIscir2rVqVi2eV,0.882,0.677,8,-10.001,0,0.284,0.261,0.000723,0.541,0.74,100.022,audio_features,4HNH7bIAIscir2rVqVi2eV,https://api.spotify.com/v1/tracks/4HNH7bIAIscir2rVqVi2eV,https://api.spotify.com/v1/audio-analysis/4HNH7bIAIscir2rVqVi2eV,139227,4
168,La musique,Yelle,2011-01-17,False,spotify:track:0Je4viNdytvRidL9c4vEEi,24,Miguel,https://open.spotify.com/track/0Je4viNdytvRidL9c4vEEi,0.672,0.862,7,-5.334,0,0.0423,0.0908,0.00664,0.386,0.614,118.963,audio_features,0Je4viNdytvRidL9c4vEEi,https://api.spotify.com/v1/tracks/0Je4viNdytvRidL9c4vEEi,https://api.spotify.com/v1/audio-analysis/0Je4viNdytvRidL9c4vEEi,218707,4
169,Baby's On Fire,Die Antwoord,2012-01-31,True,spotify:track:6mlGXuG5FmzcePHsMn6rIA,62,Miguel,https://open.spotify.com/track/6mlGXuG5FmzcePHsMn6rIA,0.829,0.844,4,-4.329,0,0.0967,0.0521,0.00148,0.171,0.762,130.037,audio_features,6mlGXuG5FmzcePHsMn6rIA,https://api.spotify.com/v1/tracks/6mlGXuG5FmzcePHsMn6rIA,https://api.spotify.com/v1/audio-analysis/6mlGXuG5FmzcePHsMn6rIA,236840,4
170,Opinión de Mierda,Los Punsetes,2014-11-04,False,spotify:track:163TL8hqXkEpyklZhIN8FU,38,Miguel,https://open.spotify.com/track/163TL8hqXkEpyklZhIN8FU,0.484,0.916,7,-4.767,1,0.0436,2.8e-05,0.0921,0.211,0.607,127.971,audio_features,163TL8hqXkEpyklZhIN8FU,https://api.spotify.com/v1/tracks/163TL8hqXkEpyklZhIN8FU,https://api.spotify.com/v1/audio-analysis/163TL8hqXkEpyklZhIN8FU,152827,4
171,Mazo,Camellos,2019-11-29,False,spotify:track:41FrTK3vYlDPeBTyXl5g2T,26,Miguel,https://open.spotify.com/track/41FrTK3vYlDPeBTyXl5g2T,0.5,0.95,7,-6.84,1,0.0768,0.0104,0.0,0.17,0.288,95.512,audio_features,41FrTK3vYlDPeBTyXl5g2T,https://api.spotify.com/v1/tracks/41FrTK3vYlDPeBTyXl5g2T,https://api.spotify.com/v1/audio-analysis/41FrTK3vYlDPeBTyXl5g2T,156267,4
172,Cuánta puta y yo qué viejo - La versión pornotango nostálgico de ST y el Maestro Reverendo,Siniestro Total,2002-04-26,False,spotify:track:4kqXJzIWJWpuLwIMNeR7mA,5,Miguel,https://open.spotify.com/track/4kqXJzIWJWpuLwIMNeR7mA,0.773,0.485,2,-8.505,0,0.0403,0.646,2.95e-05,0.108,0.926,129.978,audio_features,4kqXJzIWJWpuLwIMNeR7mA,https://api.spotify.com/v1/tracks/4kqXJzIWJWpuLwIMNeR7mA,https://api.spotify.com/v1/audio-analysis/4kqXJzIWJWpuLwIMNeR7mA,174386,4
173,Pobre Principito,Mama Ladilla,1998-01-01,False,spotify:track:3OLNqWHHszNqVvN9tRy9ob,19,Miguel,https://open.spotify.com/track/3OLNqWHHszNqVvN9tRy9ob,0.71,0.659,2,-11.728,1,0.0879,0.497,0.0,0.267,0.684,109.918,audio_features,3OLNqWHHszNqVvN9tRy9ob,https://api.spotify.com/v1/tracks/3OLNqWHHszNqVvN9tRy9ob,https://api.spotify.com/v1/audio-analysis/3OLNqWHHszNqVvN9tRy9ob,180693,4
174,On The Road Again,Canned Heat,1968-01-01,False,spotify:track:0PRJmbFX6z9OxQ57OFHCqd,50,Miguel,https://open.spotify.com/track/0PRJmbFX6z9OxQ57OFHCqd,0.547,0.395,9,-13.017,1,0.0346,0.8,0.0147,0.295,0.234,129.466,audio_features,0PRJmbFX6z9OxQ57OFHCqd,https://api.spotify.com/v1/tracks/0PRJmbFX6z9OxQ57OFHCqd,https://api.spotify.com/v1/audio-analysis/0PRJmbFX6z9OxQ57OFHCqd,296027,4
175,Dance to the Music,Sly & The Family Stone,1968-04-27,False,spotify:track:1MQWtVcs0PKsY4PA6ZvLiy,59,Miguel,https://open.spotify.com/track/1MQWtVcs0PKsY4PA6ZvLiy,0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,audio_features,1MQWtVcs0PKsY4PA6ZvLiy,https://api.spotify.com/v1/tracks/1MQWtVcs0PKsY4PA6ZvLiy,https://api.spotify.com/v1/audio-analysis/1MQWtVcs0PKsY4PA6ZvLiy,179427,4
176,Have Love Will Travel,"['Richard Berry', 'The Pharaohs']",2004-01-01,False,spotify:track:2Zjw26hS1sl3pmmfkYuROa,37,Miguel,https://open.spotify.com/track/2Zjw26hS1sl3pmmfkYuROa,0.807,0.894,9,-6.373,0,0.179,0.699,0.00048,0.144,0.964,132.672,audio_features,2Zjw26hS1sl3pmmfkYuROa,https://api.spotify.com/v1/tracks/2Zjw26hS1sl3pmmfkYuROa,https://api.spotify.com/v1/audio-analysis/2Zjw26hS1sl3pmmfkYuROa,176827,4
177,Run On for a Long Time,Bill Landford & The Landfordaires,2011-11-18,False,spotify:track:06f1NWqyC6Wm4JNEabXuQA,38,Miguel,https://open.spotify.com/track/06f1NWqyC6Wm4JNEabXuQA,0.553,0.135,6,-14.256,1,0.0762,0.878,0.0,0.102,0.659,200.334,audio_features,06f1NWqyC6Wm4JNEabXuQA,https://api.spotify.com/v1/tracks/06f1NWqyC6Wm4JNEabXuQA,https://api.spotify.com/v1/audio-analysis/06f1NWqyC6Wm4JNEabXuQA,156307,4
178,Soldier,The Blind Boys Of Alabama,2001,False,spotify:track:2zHPquA78mo6D47JwuWURX,14,Miguel,https://open.spotify.com/track/2zHPquA78mo6D47JwuWURX,0.777,0.692,10,-8.091,0,0.0891,0.556,2.14e-05,0.118,0.787,124.776,audio_features,2zHPquA78mo6D47JwuWURX,https://api.spotify.com/v1/tracks/2zHPquA78mo6D47JwuWURX,https://api.spotify.com/v1/audio-analysis/2zHPquA78mo6D47JwuWURX,307267,4
179,Let's Wade In The Water,Marlena Shaw,2005-01-01,False,spotify:track:0l2CjLs5IuME1bZeRfNSrm,45,Miguel,https://open.spotify.com/track/0l2CjLs5IuME1bZeRfNSrm,0.681,0.692,0,-4.733,1,0.0525,0.144,0.135,0.181,0.93,137.43,audio_features,0l2CjLs5IuME1bZeRfNSrm,https://api.spotify.com/v1/tracks/0l2CjLs5IuME1bZeRfNSrm,https://api.spotify.com/v1/audio-analysis/0l2CjLs5IuME1bZeRfNSrm,214040,4
180,Hound Dog,Big Mama Thornton,2013-02-11,False,spotify:track:6ET5yCqDaaPJP6w7rvy1uM,31,Miguel,https://open.spotify.com/track/6ET5yCqDaaPJP6w7rvy1uM,0.664,0.59,11,-6.141,1,0.0874,0.857,3.05e-05,0.668,0.88,73.926,audio_features,6ET5yCqDaaPJP6w7rvy1uM,https://api.spotify.com/v1/tracks/6ET5yCqDaaPJP6w7rvy1uM,https://api.spotify.com/v1/audio-analysis/6ET5yCqDaaPJP6w7rvy1uM,172267,4
181,Wang Dang Doodle,Koko Taylor,1987-01-01,False,spotify:track:1cXc92MX9kFjMrrDsvdf9w,50,Miguel,https://open.spotify.com/track/1cXc92MX9kFjMrrDsvdf9w,0.648,0.544,1,-8.963,1,0.179,0.343,2.93e-06,0.087,0.619,153.063,audio_features,1cXc92MX9kFjMrrDsvdf9w,https://api.spotify.com/v1/tracks/1cXc92MX9kFjMrrDsvdf9w,https://api.spotify.com/v1/audio-analysis/1cXc92MX9kFjMrrDsvdf9w,182827,4
182,Run Through The Jungle,Creedence Clearwater Revival,1970-07-25,False,spotify:track:6J0AjzrYsPZrQtw6IjErhy,66,Miguel,https://open.spotify.com/track/6J0AjzrYsPZrQtw6IjErhy,0.641,0.612,2,-8.307,1,0.0361,0.0474,0.0588,0.102,0.854,136.413,audio_features,6J0AjzrYsPZrQtw6IjErhy,https://api.spotify.com/v1/tracks/6J0AjzrYsPZrQtw6IjErhy,https://api.spotify.com/v1/audio-analysis/6J0AjzrYsPZrQtw6IjErhy,184747,4
183,Mátame Camión,Angel Stanich,2017-10-06,False,spotify:track:255qoemxrUayVKURYasFYY,34,Miguel,https://open.spotify.com/track/255qoemxrUayVKURYasFYY,0.225,0.869,1,-3.825,1,0.0423,0.00712,0.000848,0.0544,0.872,159.883,audio_features,255qoemxrUayVKURYasFYY,https://api.spotify.com/v1/tracks/255qoemxrUayVKURYasFYY,https://api.spotify.com/v1/audio-analysis/255qoemxrUayVKURYasFYY,247169,4
184,Ain't No Rest For The Wicked - Original Version,Cage The Elephant,2008-01-01,False,spotify:track:5c5a2Ptu8eyIpljhQHjIqk,1,Miguel,https://open.spotify.com/track/5c5a2Ptu8eyIpljhQHjIqk,0.635,0.914,0,-5.631,1,0.111,0.0597,0.0,0.601,0.922,156.014,audio_features,5c5a2Ptu8eyIpljhQHjIqk,https://api.spotify.com/v1/tracks/5c5a2Ptu8eyIpljhQHjIqk,https://api.spotify.com/v1/audio-analysis/5c5a2Ptu8eyIpljhQHjIqk,175493,4
185,Lonely Boy,The Black Keys,2011-12-06,False,spotify:track:5G1sTBGbZT5o4PNRc75RKI,71,Miguel,https://open.spotify.com/track/5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
186,Back Away - Dance Dance Mix,"['the Stop Shopping Gospel Choir', 'Reverend Billy']",2009-03-25,False,spotify:track:2EHRqlvQ20pbFuRoT5mtpV,0,Miguel,https://open.spotify.com/track/2EHRqlvQ20pbFuRoT5mtpV,0.899,0.842,5,-7.703,0,0.167,0.0402,0.0015,0.0794,0.845,134.993,audio_features,2EHRqlvQ20pbFuRoT5mtpV,https://api.spotify.com/v1/tracks/2EHRqlvQ20pbFuRoT5mtpV,https://api.spotify.com/v1/audio-analysis/2EHRqlvQ20pbFuRoT5mtpV,336480,4
187,Mi Mujer,Nicolas Jaar,2010-01-25,False,spotify:track:4QHKR48C18rwlpSYW6rH7p,55,Miguel,https://open.spotify.com/track/4QHKR48C18rwlpSYW6rH7p,0.816,0.635,10,-8.354,0,0.0517,0.105,0.846,0.105,0.307,124.005,audio_features,4QHKR48C18rwlpSYW6rH7p,https://api.spotify.com/v1/tracks/4QHKR48C18rwlpSYW6rH7p,https://api.spotify.com/v1/audio-analysis/4QHKR48C18rwlpSYW6rH7p,411125,4
188,Dernière danse,Indila,2014-01-01,False,spotify:track:65uoaqX5qcjXZRheAj1qQT,75,Edu,https://open.spotify.com/track/65uoaqX5qcjXZRheAj1qQT,0.669,0.449,0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,audio_features,65uoaqX5qcjXZRheAj1qQT,https://api.spotify.com/v1/tracks/65uoaqX5qcjXZRheAj1qQT,https://api.spotify.com/v1/audio-analysis/65uoaqX5qcjXZRheAj1qQT,213493,4
189,Black Betty,Ram Jam,1977-06-20,False,spotify:track:6kooDsorCpWVMGc994XjWN,70,Edu,https://open.spotify.com/track/6kooDsorCpWVMGc994XjWN,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,audio_features,6kooDsorCpWVMGc994XjWN,https://api.spotify.com/v1/tracks/6kooDsorCpWVMGc994XjWN,https://api.spotify.com/v1/audio-analysis/6kooDsorCpWVMGc994XjWN,238973,4
190,Unspoken - MUZZ & Oliverse Remix,"['Oliverse', 'MUZZ', 'Elle Exxe']",2019-08-17,False,spotify:track:7gI6SoPMfZOdDF0LaBKtLE,46,Edu,https://open.spotify.com/track/7gI6SoPMfZOdDF0LaBKtLE,0.491,0.949,10,-1.527,0,0.0704,0.0011,0.00143,0.409,0.487,174.06,audio_features,7gI6SoPMfZOdDF0LaBKtLE,https://api.spotify.com/v1/tracks/7gI6SoPMfZOdDF0LaBKtLE,https://api.spotify.com/v1/audio-analysis/7gI6SoPMfZOdDF0LaBKtLE,187590,4
191,Scatter - There They Go,"['Chinese Man', 'Ex-I']",2014-04-14,False,spotify:track:5xzNSipb9IFXn6sOmkPTJ7,34,Edu,https://open.spotify.com/track/5xzNSipb9IFXn6sOmkPTJ7,0.778,0.819,10,-5.264,0,0.156,0.029,0.0,0.371,0.773,92.523,audio_features,5xzNSipb9IFXn6sOmkPTJ7,https://api.spotify.com/v1/tracks/5xzNSipb9IFXn6sOmkPTJ7,https://api.spotify.com/v1/audio-analysis/5xzNSipb9IFXn6sOmkPTJ7,184413,4
192,He Films The Clouds Pt. 2,Maybeshewill,2008,False,spotify:track:07nYZZQT49i7yAIs3k3tOe,44,Edu,https://open.spotify.com/track/07nYZZQT49i7yAIs3k3tOe,0.453,0.689,5,-7.137,0,0.0303,0.698,0.889,0.0908,0.201,160.011,audio_features,07nYZZQT49i7yAIs3k3tOe,https://api.spotify.com/v1/tracks/07nYZZQT49i7yAIs3k3tOe,https://api.spotify.com/v1/audio-analysis/07nYZZQT49i7yAIs3k3tOe,402573,4
193,Dreamland,Fox Stevenson,2019-10-18,False,spotify:track:3Vr6lUX3ni1Z6OLvn3YkU6,56,Edu,https://open.spotify.com/track/3Vr6lUX3ni1Z6OLvn3YkU6,0.413,0.879,11,-4.934,1,0.0747,0.000132,0.0,0.384,0.59,167.94,audio_features,3Vr6lUX3ni1Z6OLvn3YkU6,https://api.spotify.com/v1/tracks/3Vr6lUX3ni1Z6OLvn3YkU6,https://api.spotify.com/v1/audio-analysis/3Vr6lUX3ni1Z6OLvn3YkU6,241159,4
194,When I'm Gone,Eminem,2005-12-06,True,spotify:track:42YNobZ4HN3tRVEA47wLT6,59,Edu,https://open.spotify.com/track/42YNobZ4HN3tRVEA47wLT6,0.619,0.746,10,-5.479,0,0.36,0.0537,0.0,0.295,0.757,149.944,audio_features,42YNobZ4HN3tRVEA47wLT6,https://api.spotify.com/v1/tracks/42YNobZ4HN3tRVEA47wLT6,https://api.spotify.com/v1/audio-analysis/42YNobZ4HN3tRVEA47wLT6,281133,4
195,Home,Three Days Grace,2003-07-22,False,spotify:track:6GVryHJpjnrnrsTggoNTpe,53,Edu,https://open.spotify.com/track/6GVryHJpjnrnrsTggoNTpe,0.366,0.847,8,-5.216,1,0.035,2.64e-05,0.0,0.228,0.606,166.17,audio_features,6GVryHJpjnrnrsTggoNTpe,https://api.spotify.com/v1/tracks/6GVryHJpjnrnrsTggoNTpe,https://api.spotify.com/v1/audio-analysis/6GVryHJpjnrnrsTggoNTpe,260680,4
196,Judas,Mägo de Oz,1996-04-01,False,spotify:track:5OAQkpgirJEhbJmE5hIj8p,27,Edu,https://open.spotify.com/track/5OAQkpgirJEhbJmE5hIj8p,0.413,0.769,7,-8.982,1,0.0366,0.00121,0.000181,0.0856,0.637,159.834,audio_features,5OAQkpgirJEhbJmE5hIj8p,https://api.spotify.com/v1/tracks/5OAQkpgirJEhbJmE5hIj8p,https://api.spotify.com/v1/audio-analysis/5OAQkpgirJEhbJmE5hIj8p,296867,4
197,Beast,Nico Vega,2013-02-05,False,spotify:track:0GrcPg89CPjXEkPAsAooGP,47,Edu,https://open.spotify.com/track/0GrcPg89CPjXEkPAsAooGP,0.422,0.91,2,-3.669,1,0.0548,0.00256,2.35e-05,0.0765,0.159,139.984,audio_features,0GrcPg89CPjXEkPAsAooGP,https://api.spotify.com/v1/tracks/0GrcPg89CPjXEkPAsAooGP,https://api.spotify.com/v1/audio-analysis/0GrcPg89CPjXEkPAsAooGP,240987,4
198,XO,EDEN,2016-08-19,False,spotify:track:0ZAiqymvbQUZAh9y6ZT3Rm,66,Edu,https://open.spotify.com/track/0ZAiqymvbQUZAh9y6ZT3Rm,0.611,0.39,2,-5.861,0,0.116,0.625,0.0,0.118,0.617,163.897,audio_features,0ZAiqymvbQUZAh9y6ZT3Rm,https://api.spotify.com/v1/tracks/0ZAiqymvbQUZAh9y6ZT3Rm,https://api.spotify.com/v1/audio-analysis/0ZAiqymvbQUZAh9y6ZT3Rm,159512,4
199,Tokyo - Popeska Remix,"['Annaland', 'Popeska']",2018-03-23,False,spotify:track:2s1VpaLKaFTPHwP7q2QXT1,43,Edu,https://open.spotify.com/track/2s1VpaLKaFTPHwP7q2QXT1,0.442,0.736,3,-4.083,0,0.0689,0.408,8.69e-05,0.331,0.462,171.762,audio_features,2s1VpaLKaFTPHwP7q2QXT1,https://api.spotify.com/v1/tracks/2s1VpaLKaFTPHwP7q2QXT1,https://api.spotify.com/v1/audio-analysis/2s1VpaLKaFTPHwP7q2QXT1,207907,4
200,Fear of the Dark - 2015 Remaster,Iron Maiden,1992,False,spotify:track:6p8eFfPw3nQkf37aT3AkmK,69,Edu,https://open.spotify.com/track/6p8eFfPw3nQkf37aT3AkmK,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,audio_features,6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/audio-analysis/6p8eFfPw3nQkf37aT3AkmK,438120,4
201,Two Weeks,All That Remains,2008-09-16,False,spotify:track:0XT70Wk9pP8JZkmJhfntuL,63,Edu,https://open.spotify.com/track/0XT70Wk9pP8JZkmJhfntuL,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,audio_features,0XT70Wk9pP8JZkmJhfntuL,https://api.spotify.com/v1/tracks/0XT70Wk9pP8JZkmJhfntuL,https://api.spotify.com/v1/audio-analysis/0XT70Wk9pP8JZkmJhfntuL,257347,4
202,Pretty Lady,Tash Sultana,2020-04-08,False,spotify:track:4o21k4S4YoueaUfiKkImea,38,Edu,https://open.spotify.com/track/4o21k4S4YoueaUfiKkImea,0.563,0.602,2,-7.322,1,0.126,0.707,4.92e-06,0.099,0.583,118.057,audio_features,4o21k4S4YoueaUfiKkImea,https://api.spotify.com/v1/tracks/4o21k4S4YoueaUfiKkImea,https://api.spotify.com/v1/audio-analysis/4o21k4S4YoueaUfiKkImea,277908,4
203,Am I Wrong,"['Anderson .Paak', 'ScHoolboy Q']",2016-01-15,True,spotify:track:7gZzWI6yC0Wb8xLcNYoYIg,49,Edu,https://open.spotify.com/track/7gZzWI6yC0Wb8xLcNYoYIg,0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,audio_features,7gZzWI6yC0Wb8xLcNYoYIg,https://api.spotify.com/v1/tracks/7gZzWI6yC0Wb8xLcNYoYIg,https://api.spotify.com/v1/audio-analysis/7gZzWI6yC0Wb8xLcNYoYIg,253520,4
204,Darkside,grandson,2019-02-22,True,spotify:track:3JyvSSU0VnlMUsQckyEVfX,62,Edu,https://open.spotify.com/track/3JyvSSU0VnlMUsQckyEVfX,0.497,0.701,7,-6.834,1,0.119,0.000568,0.000287,0.352,0.18,76.918,audio_features,3JyvSSU0VnlMUsQckyEVfX,https://api.spotify.com/v1/tracks/3JyvSSU0VnlMUsQckyEVfX,https://api.spotify.com/v1/audio-analysis/3JyvSSU0VnlMUsQckyEVfX,229531,4
205,Crying Shame,The Teskey Brothers,2018-10-26,False,spotify:track:7g5n0dnwadPngKXOvZCxrj,51,Edu,https://open.spotify.com/track/7g5n0dnwadPngKXOvZCxrj,0.906,0.33,9,-9.163,1,0.0359,0.299,0.00201,0.133,0.411,100.358,audio_features,7g5n0dnwadPngKXOvZCxrj,https://api.spotify.com/v1/tracks/7g5n0dnwadPngKXOvZCxrj,https://api.spotify.com/v1/audio-analysis/7g5n0dnwadPngKXOvZCxrj,232333,3
206,The Descent,"[""Other People's Heartache"", 'Bastille', 'Lily Moore', 'Moss Kena', 'Jacob Banks']",2018-12-07,False,spotify:track:54bqtn4yFAPD9OoIecweDA,44,Edu,https://open.spotify.com/track/54bqtn4yFAPD9OoIecweDA,0.446,0.636,5,-6.482,0,0.0301,0.549,3.54e-06,0.31,0.178,99.082,audio_features,54bqtn4yFAPD9OoIecweDA,https://api.spotify.com/v1/tracks/54bqtn4yFAPD9OoIecweDA,https://api.spotify.com/v1/audio-analysis/54bqtn4yFAPD9OoIecweDA,342012,4
207,Urbanología,Nach,2015-03-03,False,spotify:track:0QvjS6HJz1XyZoGcbFFnKt,43,Edu,https://open.spotify.com/track/0QvjS6HJz1XyZoGcbFFnKt,0.543,0.91,2,-6.139,0,0.304,0.293,0.0,0.193,0.66,89.995,audio_features,0QvjS6HJz1XyZoGcbFFnKt,https://api.spotify.com/v1/tracks/0QvjS6HJz1XyZoGcbFFnKt,https://api.spotify.com/v1/audio-analysis/0QvjS6HJz1XyZoGcbFFnKt,485500,4
208,Finesse - Remix; feat. Cardi B,"['Bruno Mars', 'Cardi B']",2017-12-20,False,spotify:track:3Vo4wInECJQuz9BIBMOu8i,73,Edu,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,217289,4
209,The Ballad of Mona Lisa,Panic! At The Disco,2011-03-18,False,spotify:track:5rLi8B8qgk6qThwRnKHW2P,66,Edu,https://open.spotify.com/track/5rLi8B8qgk6qThwRnKHW2P,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113,audio_features,5rLi8B8qgk6qThwRnKHW2P,https://api.spotify.com/v1/tracks/5rLi8B8qgk6qThwRnKHW2P,https://api.spotify.com/v1/audio-analysis/5rLi8B8qgk6qThwRnKHW2P,226680,4
210,And The Living Is Easy,Guts,2007-10-09,False,spotify:track:1dHtqgncVJYx6bi3sHTcEL,1,Edu,https://open.spotify.com/track/1dHtqgncVJYx6bi3sHTcEL,0.872,0.614,5,-7.935,0,0.0422,0.0819,0.246,0.644,0.551,114.992,audio_features,1dHtqgncVJYx6bi3sHTcEL,https://api.spotify.com/v1/tracks/1dHtqgncVJYx6bi3sHTcEL,https://api.spotify.com/v1/audio-analysis/1dHtqgncVJYx6bi3sHTcEL,311493,4
211,Shy Away,Twenty One Pilots,2021-04-07,False,spotify:track:2z0IupRlVRlDN5r2IVqHyN,1,Edu,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,audio_features,2z0IupRlVRlDN5r2IVqHyN,https://api.spotify.com/v1/tracks/2z0IupRlVRlDN5r2IVqHyN,https://api.spotify.com/v1/audio-analysis/2z0IupRlVRlDN5r2IVqHyN,175044,4
212,Plug in Baby,Muse,2001,False,spotify:track:2UKARCqDrhkYDoVR4FN5Wi,63,Edu,https://open.spotify.com/track/2UKARCqDrhkYDoVR4FN5Wi,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,audio_features,2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/tracks/2UKARCqDrhkYDoVR4FN5Wi,https://api.spotify.com/v1/audio-analysis/2UKARCqDrhkYDoVR4FN5Wi,218000,4
213,Impossible Germany,Wilco,2007-05-11,False,spotify:track:6L0BBPYeWnaQJeDa0ox0IA,49,Edu,https://open.spotify.com/track/6L0BBPYeWnaQJeDa0ox0IA,0.553,0.727,4,-6.395,0,0.0254,0.584,0.138,0.113,0.507,104.95,audio_features,6L0BBPYeWnaQJeDa0ox0IA,https://api.spotify.com/v1/tracks/6L0BBPYeWnaQJeDa0ox0IA,https://api.spotify.com/v1/audio-analysis/6L0BBPYeWnaQJeDa0ox0IA,357160,4
