,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift
2513,NC,F,770.0,379.0,459.0,546.0,649.0,26456.0,8.954545455
2514,CA,F,770.0,490.0,670.0,610.0,744.0,14056.0,12.09090909
2515,AZ,F,582.0,163.0,193.0,188.0,229.0,8173.0,20.0
2516,MN,F,375.0,167.0,215.0,357.0,265.0,9007.0,15.0
2517,CA,F,1248.0,371.0,394.0,384.0,401.0,13104.0,6.363636364
2518,CA,F,770.0,470.0,557.0,562.0,661.0,14056.0,8.107142857
2519,CA,F,658.0,166.0,143.0,206.0,212.0,7704.0,11.33333333
2520,AZ,M,1239.0,241.0,287.0,337.0,382.0,14783.0,6.75
2521,NC,M,849.0,457.0,508.0,470.0,519.0,16386.0,12.8
2522,FL,M,1163.0,402.0,446.0,495.0,552.0,19090.0,11.375
2523,IL,F,1609.0,504.0,592.0,579.0,663.0,23852.0,22.5
2524,KS,F,706.0,391.0,458.0,434.0,493.0,19160.0,8.0
2525,FL,F,860.0,294.0,322.0,329.0,348.0,15425.0,18.0
2526,IN,M,648.0,304.0,349.0,358.0,396.0,14750.0,8.0
2527,OR,M,749.0,316.0,339.0,378.0,412.0,15051.0,8.333333333
2528,KY,F,2008.0,312.0,360.0,357.0,402.0,14056.0,5.166666667
2529,OK,F,706.0,439.0,470.0,467.0,500.0,17192.0,12.0
2530,MI,F,363.0,256.0,298.0,288.0,331.0,12080.0,5.125
2531,CA,F,770.0,445.0,470.0,535.0,572.0,20693.0,9.75
2532,CA,F,1522.0,426.0,425.0,462.0,437.0,14334.0,13.875
2533,FL,M,1363.0,491.0,524.0,581.0,616.0,23656.0,13.7
2534,FL,M,709.0,256.0,271.0,291.0,327.0,13576.0,9.545454546
2535,IL,M,550.0,387.0,427.0,467.0,502.0,20210.0,5.545454545
2536,FL,F,1093.0,364.0,424.0,392.0,441.0,15640.0,4.25
2537,MN,M,542.0,280.0,305.0,303.0,320.0,10254.0,7.0
2538,IL,M,819.0,371.0,432.0,407.0,471.0,15719.0,4.720588235
2539,TX,F,850.0,440.0,468.0,470.0,511.0,17825.0,20.0
2540,WA,F,2132.0,632.0,714.0,357.0,761.0,14056.0,13.0
2541,CA,F,1725.0,394.0,408.0,425.0,444.0,14032.0,10.0
2542,IN,F,1057.0,425.0,489.0,482.0,530.0,17343.0,9.2535
2543,GA,M,1458.0,643.0,660.0,635.0,688.0,21122.0,6.833333333
2544,CA,M,1194.0,247.0,307.0,311.0,349.0,13998.0,15.33333333
2545,OR,F,426.0,213.0,240.0,255.0,272.0,14056.0,23.0
2546,MI,M,641.0,255.0,336.0,317.0,371.0,12503.0,8.578947368
2547,IA,M,750.0,118.0,366.0,152.0,325.0,11638.0,10.66666667
2548,IL,F,1462.0,600.0,639.0,627.0,655.0,21328.0,15.0
2549,WI,F,582.0,173.0,195.0,212.0,231.0,8740.0,9.714285714
2550,KS,M,640.0,168.0,292.0,232.0,302.0,11377.0,3.545454546
2551,MN,F,460.0,200.0,279.0,258.0,321.0,14056.0,7.166666667
2552,IL,M,580.0,286.0,343.0,324.0,377.0,12400.0,8.363636364
2553,NC,M,598.0,253.0,294.0,301.0,338.0,11918.0,8.0
2554,KY,F,910.0,484.0,492.0,525.0,537.0,17977.0,7.5
2555,NE,F,480.0,254.0,359.0,306.0,394.0,12217.0,15.0
2556,NC,F,279.0,154.0,163.0,194.0,207.0,14056.0,10.0
2557,FL,F,513.0,210.0,234.0,260.0,283.0,9233.0,3.411764706
2558,CA,M,770.0,524.0,577.0,599.0,645.0,23861.0,17.25
2559,FL,F,1079.0,347.0,714.0,519.0,756.0,24541.0,10.0
2560,CA,F,770.0,394.0,493.0,461.0,574.0,24896.0,10.0
2561,NC,F,895.0,422.0,458.0,452.0,492.0,18352.0,13.66666667
2562,GA,F,456.0,223.0,267.0,272.0,325.0,10736.0,5.666666667
2563,CA,F,713.0,212.0,235.0,237.0,276.0,11909.0,10.0
2564,LA,F,650.0,139.0,131.0,243.0,238.0,9698.0,8.909090909
2565,NC,F,498.0,243.0,284.0,285.0,326.0,11462.0,5.166666667
2566,IN,M,399.0,217.0,309.0,279.0,347.0,11919.0,7.2
2567,WA,M,1546.0,416.0,508.0,489.0,534.0,20632.0,3.642857143
2568,WA,F,1326.0,269.0,401.0,347.0,476.0,22329.0,7.25
2569,KY,M,323.0,125.0,149.0,157.0,201.0,7798.0,10.0
2570,TX,F,1095.0,520.0,600.0,584.0,648.0,20341.0,10.0
2571,MI,M,675.0,178.0,249.0,254.0,303.0,13159.0,11.53846154
2572,CA,M,1685.0,265.0,340.0,325.0,408.0,18752.0,7.545454545
2573,FL,M,702.0,403.0,423.0,419.0,468.0,14780.0,12.2195122
2574,NM,M,601.0,206.0,225.0,251.0,289.0,9801.0,13.0
2575,WA,M,558.0,211.0,227.0,247.0,285.0,8733.0,2.463414634
2576,NC,F,452.0,219.0,246.0,261.0,268.0,8728.0,10.0
2577,CA,F,882.0,349.0,373.0,372.0,410.0,13153.0,10.0
2578,CA,M,770.0,440.0,447.0,555.0,566.0,18944.0,12.5
2579,FL,F,896.0,392.0,430.0,466.0,520.0,21975.0,15.3
2580,MO,M,465.0,266.0,292.0,285.0,313.0,10037.0,7.733333333
2581,FL,F,845.0,334.0,351.0,496.0,511.0,25715.0,6.25
2582,CA,F,770.0,420.0,514.0,463.0,547.0,18195.0,9.0
2583,CA,M,1964.0,401.0,487.0,419.0,540.0,15640.0,10.0
2584,TX,M,783.0,319.0,350.0,340.0,350.0,14056.0,10.45454546
2585,AZ,M,483.0,198.0,231.0,245.0,283.0,9290.0,10.0
2586,AL,M,661.0,332.0,347.0,380.0,415.0,15892.0,8.8
2587,AL,F,380.0,152.0,179.0,227.0,261.0,8807.0,15.0
2588,NE,M,670.0,410.0,413.0,432.0,433.0,13151.0,7.833333333
2589,IL,M,316.0,200.0,256.0,237.0,278.0,9619.0,4.142857143
2590,OR,F,953.0,319.0,379.0,357.0,455.0,15729.0,15.0
2591,NV,F,834.0,260.0,311.0,297.0,340.0,13687.0,10.25
2592,IL,M,1031.0,305.0,390.0,383.0,437.0,15146.0,10.0
2593,CA,M,1547.0,516.0,522.0,529.0,526.0,14056.0,12.6
2594,FL,M,768.0,174.0,201.0,220.0,249.0,7802.0,8.785714286
2595,CA,M,2126.0,498.0,510.0,489.0,523.0,13783.0,7.3
2596,WA,F,1133.0,615.0,626.0,651.0,681.0,22163.0,13.33333333
2597,CA,F,770.0,490.0,670.0,610.0,744.0,14056.0,17.27272727
2598,LA,M,565.0,259.0,293.0,305.0,339.0,11314.0,6.846153846
2599,IN,F,975.0,301.0,366.0,322.0,402.0,17572.0,3.407407407
2600,NC,M,632.0,343.0,316.0,344.0,340.0,10586.0,5.285714286
2601,CA,F,770.0,644.0,655.0,682.0,697.0,20782.0,21.6
2602,NC,F,401.0,202.0,259.0,243.0,289.0,9283.0,3.823529412
2603,SC,F,918.0,315.0,335.0,349.0,398.0,16983.0,5.766666667
2604,OR,M,515.0,203.0,256.0,265.0,301.0,11169.0,7.272727273
2605,IL,M,875.0,221.0,218.0,243.0,241.0,8941.0,7.6
2606,AR,F,439.0,192.0,226.0,217.0,249.0,10106.0,8.0
2607,TX,F,962.0,389.0,369.0,415.0,409.0,15980.0,9.277777778
2608,CO,F,862.0,247.0,301.0,283.0,316.0,11640.0,20.0
2609,MS,M,506.0,155.0,245.0,231.0,289.0,7983.0,8.4
2610,NE,F,600.0,362.0,377.0,392.0,426.0,13652.0,3.761904762
2611,TX,F,345.0,202.0,206.0,208.0,209.0,5623.0,8.833333333
2612,GA,F,952.0,468.0,521.0,526.0,565.0,18812.0,10.375
2613,IL,F,2016.0,618.0,633.0,700.0,725.0,14056.0,10.0
2614,OK,F,660.0,328.0,405.0,375.0,394.0,13846.0,15.0
2615,GA,F,562.0,280.0,300.0,311.0,341.0,10622.0,15.0
2616,SC,F,517.0,312.0,266.0,243.0,317.0,11616.0,8.333333333
2617,CA,F,1176.0,251.0,314.0,308.0,373.0,13924.0,9.111111111
2618,FL,M,693.0,373.0,457.0,413.0,463.0,16854.0,4.3
2619,IL,M,1418.0,415.0,507.0,467.0,551.0,26282.0,16.5
2620,IL,F,904.0,339.0,394.0,391.0,435.0,14056.0,5.5625
2621,SC,M,473.0,259.0,296.0,287.0,356.0,11727.0,7.166666667
2622,NC,F,594.0,267.0,287.0,287.0,309.0,10466.0,3.928571429
2623,MS,M,448.0,195.0,224.0,247.0,286.0,8183.0,9.916666667
2624,FL,M,467.0,192.0,261.0,261.0,323.0,10376.0,10.0
2625,CA,F,770.0,257.0,365.0,316.0,406.0,13896.0,11.0
2626,MI,F,313.0,284.0,281.0,292.0,329.0,14328.0,11.5
2627,IL,M,128.0,309.0,345.0,340.0,363.0,13164.0,8.615384615
2628,TX,M,689.0,324.0,356.0,370.0,394.0,12916.0,19.52380952
2629,MO,F,313.0,138.0,165.0,189.0,216.0,7617.0,17.75
2630,OR,F,944.0,355.0,350.0,430.0,454.0,14056.0,13.09090909
2631,CA,F,1089.0,296.0,324.0,328.0,352.0,12998.0,8.826086957
2632,TX,M,623.0,222.0,348.0,301.0,373.0,12743.0,9.0
2633,FL,M,1327.0,527.0,573.0,564.0,649.0,23089.0,8.333333333
2634,IL,F,377.0,241.0,283.0,281.0,306.0,10701.0,10.16666667
2635,CO,M,756.0,405.0,423.0,394.0,430.0,15709.0,10.0
2636,IL,M,377.0,256.0,304.0,275.0,309.0,11657.0,9.8
2637,MN,M,604.0,266.0,372.0,302.0,435.0,21127.0,11.66666667
2638,WI,F,310.0,232.0,258.0,309.0,339.0,9741.0,10.0
2639,CA,F,1130.0,312.0,383.0,385.0,431.0,15654.0,14.0
2640,LA,F,703.0,322.0,394.0,353.0,417.0,15510.0,15.25
2641,MI,M,457.0,244.0,272.0,278.0,306.0,9868.0,9.592592593
2642,MI,M,1139.0,630.0,676.0,670.0,713.0,14056.0,10.0
2643,CA,F,554.0,183.0,186.0,211.0,224.0,7394.0,5.4375
2644,IL,M,606.0,304.0,322.0,320.0,350.0,13662.0,10.0
2645,FL,F,635.0,225.0,248.0,269.0,291.0,14056.0,13.25
2646,MS,F,393.0,189.0,224.0,266.0,357.0,11906.0,5.375
2647,CA,F,1407.0,368.0,407.0,369.0,386.0,11969.0,10.0
2648,OR,F,625.0,247.0,274.0,357.0,343.0,14056.0,7.222222222
2649,TN,F,640.0,284.0,310.0,347.0,377.0,13077.0,9.235294118
2650,MI,F,1151.0,483.0,496.0,551.0,595.0,18525.0,15.22222222
2651,MI,F,918.0,388.0,407.0,489.0,525.0,18658.0,20.0
2652,CA,M,1769.0,330.0,382.0,410.0,435.0,16587.0,17.5
2653,FL,M,973.0,323.0,365.0,368.0,396.0,12469.0,13.14285714
2654,TN,F,418.0,230.0,238.0,293.0,306.0,9690.0,11.14285714
2655,FL,F,1158.437751,255.0,273.0,294.0,331.0,13727.0,6.6
2656,CA,F,1778.0,393.0,502.0,445.0,513.0,17324.0,13.0
2657,CA,F,770.0,419.0,453.0,461.0,483.0,14056.0,7.076923077
2658,TX,F,363.0,274.0,324.0,283.0,331.0,14056.0,6.8
2659,OR,F,1036.0,436.0,524.0,520.0,603.0,22334.0,4.166666667
2660,TX,F,899.0,504.0,500.0,357.0,502.0,14056.0,10.0
2661,CA,F,770.0,414.0,453.0,467.0,461.0,18997.0,12.5
2662,MI,M,1114.0,377.0,516.0,492.0,618.0,21787.0,15.22222222
2663,WI,M,277.0,169.0,173.0,219.0,221.0,6074.0,10.0
2664,LA,F,456.0,165.0,208.0,216.0,251.0,7768.0,4.333333333
2665,KS,F,436.0,313.0,321.0,351.0,363.0,10419.0,16.78571429
2666,SC,F,474.0,282.0,332.0,316.0,331.0,9849.0,20.0
2667,TX,F,838.0,306.0,403.0,394.0,455.0,14811.0,3.939393939
2668,TX,F,825.0,564.0,572.0,590.0,611.0,19618.0,10.0
2669,TX,M,876.0,515.0,525.0,576.0,574.0,18148.0,4.266666667
2670,MO,M,631.0,370.0,380.0,382.0,398.0,12100.0,6.6
2671,MI,F,698.0,340.0,396.0,355.0,436.0,15577.0,12.71428571
2672,MO,M,557.0,298.0,364.0,326.0,365.0,13056.0,13.0
2673,MO,F,691.0,311.0,347.0,383.0,411.0,12519.0,10.62921348
2674,TX,F,368.0,171.0,200.0,227.0,245.0,10255.0,7.75
2675,CA,F,1751.0,273.0,282.0,328.0,340.0,12557.0,10.0
2676,FL,F,865.0,341.0,387.0,392.0,432.0,15630.0,8.375
2677,MI,M,1176.0,558.0,608.0,609.0,672.0,21886.0,8.0
2678,AL,M,485.0,247.0,378.0,305.0,370.0,12619.0,7.181818182
2679,GA,M,684.0,282.0,318.0,336.0,375.0,13025.0,15.0
2680,MO,F,300.0,240.0,283.0,285.0,322.0,10527.0,5.0
2681,CA,F,770.0,294.0,304.0,391.0,447.0,15068.0,5.127659575
2682,IN,F,392.0,249.0,301.0,295.0,343.0,11274.0,10.0
2683,MN,M,303.0,254.0,294.0,299.0,337.0,12469.0,3.722222222
2684,CA,M,1279.0,280.0,249.0,315.0,276.0,6474.0,10.0
2685,FL,M,562.0,257.0,268.0,312.0,313.0,11595.0,7.625
2686,WA,F,413.0,214.0,227.0,229.0,249.0,14056.0,9.0
2687,CA,F,1283.0,360.0,386.0,367.0,380.0,12397.0,10.0
2688,NM,M,911.0,224.0,285.0,319.0,378.0,12142.0,8.0
2689,KY,M,1110.0,452.0,474.0,532.0,542.0,17207.0,10.0
2690,CA,F,1361.0,368.0,409.0,441.0,487.0,16200.0,5.833333333
2691,AR,M,340.0,136.0,150.0,165.0,196.0,7061.0,3.6
2692,MI,M,605.0,369.0,415.0,377.0,441.0,14582.0,21.0
2693,FL,M,885.0,264.0,331.0,343.0,414.0,18769.0,9.733333333
2694,MO,F,588.0,258.0,310.0,293.0,340.0,14056.0,12.5
2695,KS,F,770.0,312.0,360.0,357.0,402.0,14056.0,10.0
2696,MN,F,1300.0,596.0,717.0,674.0,402.0,14056.0,9.0
2697,CA,F,1625.0,196.0,197.0,238.0,256.0,10679.0,10.0
2698,KY,F,282.0,169.0,198.0,190.0,225.0,7323.0,15.0
2699,MI,F,376.0,397.0,401.0,405.0,412.0,15260.0,12.42857143
2700,WI,F,1043.0,312.0,544.0,578.0,604.0,22555.0,15.0
2701,KY,F,375.0,145.0,138.0,189.0,205.0,8278.0,3.576923077
2702,MI,M,828.0,452.0,495.0,515.0,594.0,21946.0,10.13333333
2703,AZ,F,1711.0,401.0,441.0,527.0,608.0,23098.0,12.4
2704,NC,F,824.0,285.0,305.0,333.0,356.0,13339.0,5.92
2705,FL,M,606.0,220.0,244.0,357.0,290.0,11294.0,11.0
2706,NV,F,781.0,221.0,263.0,294.0,321.0,13071.0,6.333333333
2707,FL,M,640.0,244.0,266.0,303.0,335.0,12992.0,7.642857143
2708,FL,M,786.0,339.0,354.0,349.0,361.0,11296.0,10.0
2709,GA,F,629.0,256.0,339.0,319.0,420.0,15293.0,10.33333333
2710,FL,M,1385.0,300.0,358.0,391.0,472.0,14056.0,14.0
2711,FL,F,534.0,197.0,223.0,231.0,254.0,9144.0,3.357142857
2712,CA,M,770.0,620.0,650.0,692.0,733.0,14056.0,11.75
2713,AR,F,655.0,356.0,401.0,362.0,412.0,13334.0,8.6
2714,IL,F,770.0,502.0,646.0,579.0,725.0,14056.0,10.0
2715,CA,F,1988.0,364.0,463.0,429.0,494.0,17239.0,12.375
2716,IN,F,970.0,314.0,370.0,389.0,455.0,15281.0,12.66666667
2717,CA,F,685.0,166.0,205.0,227.0,257.0,7945.0,17.4
2718,WI,M,937.0,321.0,441.0,433.0,545.0,18567.0,10.57692308
2719,MI,F,693.0,399.0,415.0,446.0,481.0,15421.0,10.11111111
2720,CA,M,1050.0,256.0,290.0,296.0,339.0,11406.0,5.2
2721,AR,F,341.0,160.0,215.0,215.0,252.0,8707.0,4.0
2722,CA,F,770.0,425.0,428.0,469.0,474.0,21926.0,14.5
2723,CA,F,2043.0,364.0,385.0,412.0,423.0,19087.0,9.666666667
2724,LA,F,772.0,369.0,365.0,447.0,446.0,16215.0,9.7
2725,MO,F,988.0,509.0,521.0,509.0,529.0,15666.0,10.0
2726,TX,F,431.0,194.0,209.0,219.0,223.0,8888.0,12.5
2727,FL,F,1625.0,450.0,531.0,578.0,660.0,14056.0,10.0
2728,MO,F,376.0,178.0,233.0,357.0,248.0,10244.0,6.0
2729,MN,M,530.0,236.0,307.0,296.0,359.0,12208.0,9.310344828
2730,CO,F,1208.0,560.0,549.0,616.0,612.0,18843.0,10.0
2731,OR,F,681.0,335.0,398.0,356.0,419.0,14011.0,10.0
2732,MI,M,755.0,496.0,530.0,520.0,578.0,16944.0,12.14285714
2733,CA,M,1148.0,240.0,311.0,321.0,423.0,14056.0,13.0
2734,OR,F,1506.0,517.0,573.0,632.0,711.0,14056.0,10.0
2735,CO,F,487.0,117.0,152.0,161.0,197.0,9103.0,10.0
2736,NC,F,1618.0,508.0,580.0,527.0,635.0,22608.0,11.54545455
2737,IL,M,1210.0,312.0,519.0,511.0,553.0,17995.0,12.22222222
2738,WI,M,487.0,298.0,322.0,328.0,360.0,11498.0,17.5
2739,MI,M,229.0,214.0,260.0,246.0,285.0,14056.0,15.91666667
2740,FL,M,885.0,345.0,565.0,473.0,595.0,14056.0,10.0
2741,IA,F,298.0,234.0,250.0,269.0,279.0,14056.0,10.0
2742,IL,F,1045.0,288.0,347.0,337.0,399.0,12829.0,10.0
2743,TN,F,484.0,232.0,324.0,265.0,318.0,10806.0,9.5
2744,MI,M,501.0,397.0,403.0,424.0,434.0,12437.0,10.0
2745,WA,F,613.0,246.0,290.0,296.0,335.0,11634.0,20.0
2746,CA,F,625.0,172.0,190.0,226.0,250.0,8875.0,13.0
2747,CA,F,688.0,175.0,187.0,258.0,292.0,9422.0,5.571428571
2748,CA,F,770.0,606.0,644.0,677.0,717.0,14056.0,16.25
2749,FL,M,1007.0,433.0,498.0,543.0,608.0,22698.0,17.5
2750,SC,F,750.0,170.0,171.0,223.0,213.0,10765.0,21.33333333
2751,IL,F,1088.0,241.0,288.0,308.0,343.0,10050.0,20.0
2752,IL,F,364.0,305.0,333.0,329.0,383.0,12461.0,15.55555556
2753,TX,M,304.0,249.0,260.0,281.0,297.0,9565.0,5.8
2754,CA,M,1202.0,256.0,281.0,308.0,325.0,14662.0,8.611111111
2755,IL,F,827.0,369.0,415.0,386.0,430.0,14536.0,4.473684211
2756,CA,F,1585.0,331.0,358.0,373.0,405.0,14925.0,20.0
2757,TN,M,457.0,203.0,270.0,256.0,316.0,10766.0,13.57142857
2758,CA,M,770.0,429.0,463.0,491.0,520.0,25286.0,9.5
2759,MI,F,587.0,305.0,325.0,316.0,345.0,14056.0,8.214285714
2760,KS,F,424.0,192.0,244.0,236.0,298.0,9813.0,4.0
2761,TN,F,397.0,271.0,293.0,270.0,292.0,9937.0,6.857142857
2762,FL,F,739.0,340.0,347.0,339.0,348.0,12436.0,10.0
2763,CA,F,1135.0,265.0,299.0,306.0,324.0,11259.0,9.923076923
2764,TN,M,688.0,311.0,364.0,335.0,377.0,11395.0,10.66666667
2765,CA,F,1442.0,293.0,321.0,333.0,368.0,10759.0,18.25
2766,CA,M,1426.0,435.0,534.0,509.0,577.0,21462.0,20.14285714
2767,CA,M,770.0,481.0,577.0,579.0,671.0,23903.0,7.666666667
2768,KY,M,1453.0,512.0,607.0,590.0,658.0,22926.0,15.0
2769,NC,F,650.0,278.0,372.0,339.0,445.0,14056.0,15.47727273
2770,CA,M,833.0,295.0,299.0,378.0,403.0,13341.0,11.85714286
2771,WI,F,571.0,217.0,259.0,280.0,327.0,12055.0,8.9375
2772,IL,M,413.0,166.0,239.0,259.0,323.0,11274.0,4.848484849
2773,NC,F,439.0,134.0,189.0,168.0,212.0,7525.0,5.666666667
2774,MI,M,914.0,421.0,530.0,467.0,543.0,20079.0,16.5
2775,CA,F,1656.0,298.0,350.0,356.0,388.0,17943.0,15.35
2776,AR,F,493.0,188.0,202.0,223.0,259.0,9997.0,10.0
2777,WA,M,1118.0,354.0,453.0,385.0,466.0,13991.0,22.0
2778,AL,F,765.0,408.0,430.0,441.0,472.0,15150.0,10.0
2779,KS,F,636.0,311.0,412.0,332.0,495.0,16133.0,16.66666667
2780,AR,F,424.0,252.0,303.0,299.0,354.0,14198.0,11.66666667
2781,MO,M,696.0,387.0,406.0,421.0,430.0,14056.0,13.8
2782,CA,M,770.0,312.0,641.0,561.0,676.0,21182.0,14.44444444
2783,FL,M,1093.0,366.0,413.0,434.0,478.0,19287.0,9.0
2784,TX,F,727.0,427.0,421.0,431.0,437.0,14147.0,13.75
2785,MI,F,616.0,342.0,373.0,375.0,403.0,11510.0,4.416666667
2786,WA,M,635.0,236.0,243.0,298.0,307.0,11588.0,15.0
2787,IL,F,765.0,352.0,381.0,435.0,456.0,18503.0,5.9375
2788,TX,M,369.0,253.0,269.0,266.0,291.0,7909.0,10.0
2789,FL,F,586.0,323.0,327.0,334.0,335.0,14056.0,8.818181818
2790,NC,M,397.0,183.0,210.0,230.0,255.0,7214.0,9.0
2791,GA,M,804.0,366.0,408.0,400.0,441.0,15041.0,15.0
2792,FL,F,518.0,184.0,213.0,228.0,264.0,14056.0,10.0
2793,MS,M,494.0,259.0,306.0,296.0,333.0,10812.0,4.102564103
2794,AZ,F,1773.0,226.0,354.0,342.0,425.0,14056.0,11.0
2795,AZ,F,699.0,250.0,290.0,286.0,299.0,15108.0,7.583333333
2796,SC,M,880.0,412.0,433.0,469.0,505.0,18480.0,7.555555556
2797,IL,M,960.0,312.0,411.0,398.0,459.0,16580.0,20.0
2798,TX,M,697.0,435.0,488.0,457.0,497.0,15966.0,15.33333333
2799,TX,F,548.0,238.0,236.0,261.0,271.0,7325.0,7.941176471
2800,GA,F,794.0,323.0,396.0,461.0,507.0,21758.0,10.81818182
2801,OR,M,716.0,371.0,373.0,419.0,421.0,15858.0,10.36363636
2802,TX,F,595.0,400.0,429.0,387.0,426.0,14056.0,5.576923077
2803,NV,M,943.0,497.0,509.0,523.0,533.0,17961.0,17.09090909
2804,NC,M,1133.0,430.0,601.0,533.0,621.0,26361.0,12.21428571
2805,FL,F,595.0,248.0,274.0,288.0,313.0,15936.0,6.125
2806,AZ,M,705.0,286.0,293.0,284.0,298.0,10610.0,10.0
2807,MO,F,1844.0,312.0,713.0,357.0,402.0,25507.0,7.75
2808,IN,F,334.0,227.0,265.0,269.0,307.0,10104.0,13.57142857
2809,TX,F,515.0,271.0,361.0,315.0,362.0,13012.0,10.6875
2810,OK,F,318.0,148.0,197.0,200.0,236.0,7787.0,15.0
2811,FL,M,825.0,266.0,263.0,405.0,419.0,17633.0,4.764705882
2812,FL,F,1530.0,442.0,545.0,535.0,619.0,23340.0,10.85714286
2813,FL,M,922.0,292.0,304.0,319.0,335.0,10541.0,4.278688525
2814,CA,F,1999.0,154.0,163.0,215.0,220.0,6449.0,13.85714286
2815,OK,M,530.0,224.0,242.0,316.0,360.0,14056.0,10.0
2816,MO,F,576.0,243.0,312.0,301.0,354.0,12603.0,19.92307692
2817,NC,F,770.0,312.0,409.0,354.0,436.0,14056.0,12.42857143
2818,NE,F,827.0,535.0,542.0,598.0,597.0,14056.0,19.6
2819,CA,F,1989.0,526.0,607.0,540.0,572.0,19716.0,7.9
2820,NC,M,572.0,212.0,227.0,263.0,282.0,9728.0,17.6
2821,IN,F,1152.0,521.0,546.0,542.0,402.0,17112.0,5.090909091
2822,CA,M,1605.0,416.0,420.0,442.0,443.0,15534.0,15.0
2823,CA,F,770.0,518.0,570.0,576.0,627.0,14056.0,9.0
2824,NM,F,1017.0,322.0,521.0,407.0,590.0,22316.0,10.0
2825,CA,F,967.0,381.0,391.0,392.0,426.0,14056.0,8.416666667
2826,IA,F,310.0,312.0,288.0,244.0,316.0,11934.0,4.608695652
2827,SC,F,454.0,238.0,261.0,290.0,304.0,9795.0,13.81818182
2828,MS,F,350.0,173.0,220.0,241.0,280.0,9613.0,3.52631579
2829,MI,M,587.0,304.0,319.0,362.0,400.0,15481.0,10.0
2830,CA,M,1738.0,355.0,375.0,387.0,395.0,15779.0,17.1
2831,CA,F,1283.0,223.0,292.0,295.0,359.0,13175.0,11.53333333
2832,WA,F,886.0,293.0,351.0,366.0,433.0,16413.0,17.33333333
2833,MI,F,927.0,323.0,359.0,333.0,371.0,18248.0,7.666666667
2834,MO,F,649.0,317.0,399.0,350.0,410.0,16063.0,7.941176471
2835,WA,M,429.0,192.0,215.0,224.0,259.0,8712.0,6.866666667
2836,CA,M,1869.0,559.0,560.0,577.0,600.0,14056.0,6.4
2837,OR,M,709.0,361.0,442.0,440.0,402.0,15076.0,12.4
2838,MI,F,951.0,601.0,611.0,639.0,648.0,20169.0,3.333333333
2839,WI,F,856.0,458.0,478.0,497.0,536.0,18209.0,8.357142857
2840,GA,M,664.0,312.0,363.0,389.0,414.0,11747.0,9.6
2841,NC,M,651.0,201.0,367.0,336.0,472.0,14056.0,20.0
2842,TX,F,328.0,268.0,308.0,300.0,317.0,10558.0,15.0
2843,NE,M,337.0,296.0,344.0,350.0,415.0,14902.0,5.547619048
2844,CO,F,475.0,82.0,90.0,150.0,125.0,7813.0,9.533333333
2845,KY,F,295.0,182.0,219.0,242.0,285.0,10151.0,9.454545455
2846,CA,F,770.0,313.0,390.0,411.0,521.0,18199.0,10.0
2847,CA,F,1452.0,286.0,279.0,346.0,363.0,13126.0,12.61538462
2848,IL,F,1159.0,505.0,511.0,529.0,541.0,16156.0,12.45454546
2849,IN,F,748.0,444.0,495.0,515.0,571.0,20264.0,3.222222222
2850,CA,F,1478.0,339.0,383.0,334.0,354.0,11745.0,21.0
2851,CA,F,1272.0,405.0,410.0,421.0,433.0,11674.0,6.923076923
2852,MI,M,331.0,182.0,206.0,219.0,235.0,7226.0,13.0
2853,TX,M,839.0,312.0,419.0,445.0,484.0,15463.0,7.548387097
2854,CA,F,608.0,165.0,173.0,219.0,254.0,10193.0,9.375
2855,WA,F,727.0,345.0,395.0,401.0,449.0,16422.0,8.785714286
2856,WA,F,1364.0,411.0,477.0,483.0,564.0,18678.0,20.875
2857,WI,F,731.0,359.0,402.0,410.0,447.0,14412.0,8.833333333
2858,IL,F,1105.0,351.0,461.0,362.0,468.0,13805.0,4.576923077
2859,FL,F,1010.0,407.0,519.0,560.0,402.0,23774.0,7.16
2860,OR,M,709.0,349.0,431.0,420.0,512.0,18938.0,8.75
2861,TX,M,214.0,151.0,176.0,203.0,240.0,8210.0,17.0
2862,WI,F,491.0,255.0,331.0,314.0,349.0,12302.0,7.5
2863,CO,F,726.0,303.0,321.0,362.0,400.0,15904.0,7.363636364
2864,NC,F,863.0,238.0,311.0,319.0,404.0,14056.0,7.0
2865,AL,F,828.0,478.0,506.0,487.0,540.0,16643.0,4.75
2866,CA,M,770.0,353.0,407.0,402.0,440.0,14056.0,8.875
2867,OK,M,1385.0,249.0,409.0,419.0,554.0,22877.0,5.321428571
2868,NV,F,775.0,218.0,266.0,272.0,312.0,15459.0,12.66666667
2869,CA,M,2098.0,564.0,360.0,611.0,730.0,14056.0,9.75
2870,NC,F,476.0,193.0,244.0,243.0,282.0,9066.0,16.16666667
2871,MI,M,568.0,375.0,406.0,429.0,459.0,15234.0,7.80952381
2872,AZ,F,650.0,174.0,203.0,216.0,251.0,9170.0,15.0
2873,WI,F,409.0,216.0,268.0,266.0,317.0,10381.0,5.602941177
2874,TX,F,873.0,422.0,486.0,459.0,499.0,15800.0,14.66666667
2875,KY,F,397.0,170.0,209.0,235.0,290.0,10204.0,10.0
2876,TX,F,384.0,161.0,166.0,187.0,206.0,5691.0,12.2
2877,SC,F,389.0,206.0,289.0,357.0,319.0,9837.0,8.666666667
