,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
157,6207981ff1ffd716fe69d988,ORD007249,ID0767586831,2019-02-24,Nickolson,"('Olivia x460', 1)",6535,60.64,-37.8091799,144.9728744,5,6268.89,Summer,False,1.088,one star the phone does not work since i received it.,False,"{'type': 'Point', 'coordinates': [144.9728744, -37.8091799]}",Olivia x460,1,Poor
158,6207981ff1ffd716fe69db0a,ORD235383,ID6245731028,2019-10-17,Nickolson,"('IASSIST LINE', 2)",6910,88.45,-37.8106277,144.9775804,25,5270.95,Spring,True,1.1337,"two stars charger doesn't plug in very well, seems to be damaged.",False,"{'type': 'Point', 'coordinates': [144.9775804, -37.8106277]}",IASSIST LINE,2,Poor
158,6207981ff1ffd716fe69db0a,ORD235383,ID6245731028,2019-10-17,Nickolson,"('lucent 330s', 2)",6910,88.45,-37.8106277,144.9775804,25,5270.95,Spring,True,1.1337,"two stars charger doesn't plug in very well, seems to be damaged.",False,"{'type': 'Point', 'coordinates': [144.9775804, -37.8106277]}",lucent 330s,2,Poor
159,6207981ff1ffd716fe69d9e8,ORD293148,ID1681675856,2019-12-09,Nickolson,"('Toshika 750', 1)",5180,80.53,-37.809841,144.9763289,25,3965.53,Spring,False,1.1423,great build qualitygood screen resolution for the moneycan install android applications -including kodi,True,"{'type': 'Point', 'coordinates': [144.9763289, -37.809841]}",Toshika 750,1,Good
159,6207981ff1ffd716fe69d9e8,ORD293148,ID1681675856,2019-12-09,Nickolson,"('Candle Inferno', 2)",5180,80.53,-37.809841,144.9763289,25,3965.53,Spring,False,1.1423,great build qualitygood screen resolution for the moneycan install android applications -including kodi,True,"{'type': 'Point', 'coordinates': [144.9763289, -37.809841]}",Candle Inferno,2,Good
160,6207981ff1ffd716fe69dabf,ORD210087,ID6212705501,2019-09-03,Nickolson,"('iStream', 1)",1010,103.41,-37.808701,144.9729558,15,961.91,Spring,True,1.1413,"five stars great phone, good value.",True,"{'type': 'Point', 'coordinates': [144.9729558, -37.808701]}",iStream,1,Good
160,6207981ff1ffd716fe69dabf,ORD210087,ID6212705501,2019-09-03,Nickolson,"('Candle Inferno', 2)",1010,103.41,-37.808701,144.9729558,15,961.91,Spring,True,1.1413,"five stars great phone, good value.",True,"{'type': 'Point', 'coordinates': [144.9729558, -37.808701]}",Candle Inferno,2,Good
161,6207981ff1ffd716fe69d9aa,ORD439821,ID6167489399,2019-01-28,Thompson,"('Lucent 330S', 1)",2390,76.36,-37.8096114,144.9595749,5,2346.86,Summer,False,1.1514,honest mistake purchased two unlocked phones but only one came unlock. contact seller and received code to unlock phone. after numerous attempts i was able to unlock phone. i am now please with my purchase. i was going to return phone but decided to keep phone.,True,"{'type': 'Point', 'coordinates': [144.9595749, -37.8096114]}",Lucent 330S,1,Neutral
161,6207981ff1ffd716fe69d9aa,ORD439821,ID6167489399,2019-01-28,Thompson,"('Candle Inferno', 2)",2390,76.36,-37.8096114,144.9595749,5,2346.86,Summer,False,1.1514,honest mistake purchased two unlocked phones but only one came unlock. contact seller and received code to unlock phone. after numerous attempts i was able to unlock phone. i am now please with my purchase. i was going to return phone but decided to keep phone.,True,"{'type': 'Point', 'coordinates': [144.9595749, -37.8096114]}",Candle Inferno,2,Neutral
161,6207981ff1ffd716fe69d9aa,ORD439821,ID6167489399,2019-01-28,Thompson,"('iStream', 2)",2390,76.36,-37.8096114,144.9595749,5,2346.86,Summer,False,1.1514,honest mistake purchased two unlocked phones but only one came unlock. contact seller and received code to unlock phone. after numerous attempts i was able to unlock phone. i am now please with my purchase. i was going to return phone but decided to keep phone.,True,"{'type': 'Point', 'coordinates': [144.9595749, -37.8096114]}",iStream,2,Neutral
162,6207981ff1ffd716fe69d9d8,ORD324141,ID6167441023,2019-07-23,Nickolson,"('iStream', 1)",3030,67.47,-37.8091486,144.9609023,10,2794.47,Winter,False,1.2783,"great value! this phone is awesome! i'm loving it so far. if i have any problems with it down the road, i'll update this review. :)",True,"{'type': 'Point', 'coordinates': [144.9609023, -37.8091486]}",iStream,1,Good
162,6207981ff1ffd716fe69d9d8,ORD324141,ID6167441023,2019-07-23,Nickolson,"('Candle Inferno', 1)",3030,67.47,-37.8091486,144.9609023,10,2794.47,Winter,False,1.2783,"great value! this phone is awesome! i'm loving it so far. if i have any problems with it down the road, i'll update this review. :)",True,"{'type': 'Point', 'coordinates': [144.9609023, -37.8091486]}",Candle Inferno,1,Good
162,6207981ff1ffd716fe69d9d8,ORD324141,ID6167441023,2019-07-23,Nickolson,"('Olivia x460', 2)",3030,67.47,-37.8091486,144.9609023,10,2794.47,Winter,False,1.2783,"great value! this phone is awesome! i'm loving it so far. if i have any problems with it down the road, i'll update this review. :)",True,"{'type': 'Point', 'coordinates': [144.9609023, -37.8091486]}",Olivia x460,2,Good
163,6207981ff1ffd716fe69da72,ORD280009,ID6167441003,2019-03-12,Thompson,"('Universe Note', 1)",9950,68.24,-37.8092064,144.9606935,0,10018.24,Autumn,False,1.2588,great phone i love this phone amazing battery life and great screen ratio,True,"{'type': 'Point', 'coordinates': [144.9606935, -37.8092064]}",Universe Note,1,Good
163,6207981ff1ffd716fe69da72,ORD280009,ID6167441003,2019-03-12,Thompson,"('Thunder line', 1)",9950,68.24,-37.8092064,144.9606935,0,10018.24,Autumn,False,1.2588,great phone i love this phone amazing battery life and great screen ratio,True,"{'type': 'Point', 'coordinates': [144.9606935, -37.8092064]}",Thunder line,1,Good
163,6207981ff1ffd716fe69da72,ORD280009,ID6167441003,2019-03-12,Thompson,"('Toshika 750', 1)",9950,68.24,-37.8092064,144.9606935,0,10018.24,Autumn,False,1.2588,great phone i love this phone amazing battery life and great screen ratio,True,"{'type': 'Point', 'coordinates': [144.9606935, -37.8092064]}",Toshika 750,1,Good
164,6207981ff1ffd716fe69da2f,ORD349135,ID2948774549,2019-08-09,Nickolson,"('iStream', 1)",2990,52.2,-37.8080795,144.9692773,25,3434.7,Winter,False,1.1708,unreliable so far keeps completely crashing and asking me to start set up all over! if i can’t get it working properly will have to return it! not happy!!,False,"{'type': 'Point', 'coordinates': [144.9692773, -37.8080795]}",iStream,1,Poor
164,6207981ff1ffd716fe69da2f,ORD349135,ID2948774549,2019-08-09,Nickolson,"('Thunder line', 2)",2990,52.2,-37.8080795,144.9692773,25,3434.7,Winter,False,1.1708,unreliable so far keeps completely crashing and asking me to start set up all over! if i can’t get it working properly will have to return it! not happy!!,False,"{'type': 'Point', 'coordinates': [144.9692773, -37.8080795]}",Thunder line,2,Poor
165,6207981ff1ffd716fe69daaf,ORD182549,ID2841675041,2019-05-15,Nickolson,"('Lucent 330S', 2)",2890,65.07,-37.8080672,144.9692183,0,2955.07,Autumn,True,1.1723,"me estafo compre un alcon 8 de 256 gb tal como esta en la publicacion y en el recibo de compra y asi me lo cobro. pero cuando me lo mando era un alcon 8 de 64 gb, cuyo valor obviamente es menor. es un pesimo vendedor, un estafador... tengan cuidado si algo de decencia le queda que me devuelva el valor de la diferencia.",False,"{'type': 'Point', 'coordinates': [144.9692183, -37.8080672]}",Lucent 330S,2,Neutral
165,6207981ff1ffd716fe69daaf,ORD182549,ID2841675041,2019-05-15,Nickolson,"('Candle Inferno', 1)",2890,65.07,-37.8080672,144.9692183,0,2955.07,Autumn,True,1.1723,"me estafo compre un alcon 8 de 256 gb tal como esta en la publicacion y en el recibo de compra y asi me lo cobro. pero cuando me lo mando era un alcon 8 de 64 gb, cuyo valor obviamente es menor. es un pesimo vendedor, un estafador... tengan cuidado si algo de decencia le queda que me devuelva el valor de la diferencia.",False,"{'type': 'Point', 'coordinates': [144.9692183, -37.8080672]}",Candle Inferno,1,Neutral
166,6207981ff1ffd716fe69dad2,ORD234525,ID0319159694,2019-07-21,Thompson,"('toshika 750', 2)",24860,66.68,-37.8101542,144.9577029,5,23683.68,Winter,False,0.9763,excellent excellent,True,"{'type': 'Point', 'coordinates': [144.9577029, -37.8101542]}",toshika 750,2,Good
166,6207981ff1ffd716fe69dad2,ORD234525,ID0319159694,2019-07-21,Thompson,"('istream', 1)",24860,66.68,-37.8101542,144.9577029,5,23683.68,Winter,False,0.9763,excellent excellent,True,"{'type': 'Point', 'coordinates': [144.9577029, -37.8101542]}",istream,1,Good
166,6207981ff1ffd716fe69dad2,ORD234525,ID0319159694,2019-07-21,Thompson,"('peartv', 2)",24860,66.68,-37.8101542,144.9577029,5,23683.68,Winter,False,0.9763,excellent excellent,True,"{'type': 'Point', 'coordinates': [144.9577029, -37.8101542]}",peartv,2,Good
166,6207981ff1ffd716fe69dad2,ORD234525,ID0319159694,2019-07-21,Thompson,"('universe note', 1)",24860,66.68,-37.8101542,144.9577029,5,23683.68,Winter,False,0.9763,excellent excellent,True,"{'type': 'Point', 'coordinates': [144.9577029, -37.8101542]}",universe note,1,Good
167,6207981ff1ffd716fe69da6a,ORD014742,ID0844475924,2019-04-02,Thompson,"('Thunder line', 1)",15130,66.9,-37.8225159,144.9477823,10,13683.9,Autumn,False,1.0975,five stars i love this phone it works perfectly,True,"{'type': 'Point', 'coordinates': [144.9477823, -37.8225159]}",Thunder line,1,Neutral
167,6207981ff1ffd716fe69da6a,ORD014742,ID0844475924,2019-04-02,Thompson,"('Universe Note', 1)",15130,66.9,-37.8225159,144.9477823,10,13683.9,Autumn,False,1.0975,five stars i love this phone it works perfectly,True,"{'type': 'Point', 'coordinates': [144.9477823, -37.8225159]}",Universe Note,1,Neutral
167,6207981ff1ffd716fe69da6a,ORD014742,ID0844475924,2019-04-02,Thompson,"('Candle Inferno', 2)",15130,66.9,-37.8225159,144.9477823,10,13683.9,Autumn,False,1.0975,five stars i love this phone it works perfectly,True,"{'type': 'Point', 'coordinates': [144.9477823, -37.8225159]}",Candle Inferno,2,Neutral
167,6207981ff1ffd716fe69da6a,ORD014742,ID0844475924,2019-04-02,Thompson,"('Toshika 750', 2)",15130,66.9,-37.8225159,144.9477823,10,13683.9,Autumn,False,1.0975,five stars i love this phone it works perfectly,True,"{'type': 'Point', 'coordinates': [144.9477823, -37.8225159]}",Toshika 750,2,Neutral
168,6207981ff1ffd716fe69db06,ORD493666,ID0844489306,2019-01-27,Thompson,"('Lucent 330S', 1)",18300,74.75,-37.8207552,144.9480634,0,18374.75,Summer,False,0.9039,love it received the lucent g very fast and in great shape. had no problems at all with activation or service,True,"{'type': 'Point', 'coordinates': [144.9480634, -37.8207552]}",Lucent 330S,1,Good
168,6207981ff1ffd716fe69db06,ORD493666,ID0844489306,2019-01-27,Thompson,"('pearTV', 2)",18300,74.75,-37.8207552,144.9480634,0,18374.75,Summer,False,0.9039,love it received the lucent g very fast and in great shape. had no problems at all with activation or service,True,"{'type': 'Point', 'coordinates': [144.9480634, -37.8207552]}",pearTV,2,Good
168,6207981ff1ffd716fe69db06,ORD493666,ID0844489306,2019-01-27,Thompson,"('iAssist Line', 2)",18300,74.75,-37.8207552,144.9480634,0,18374.75,Summer,False,0.9039,love it received the lucent g very fast and in great shape. had no problems at all with activation or service,True,"{'type': 'Point', 'coordinates': [144.9480634, -37.8207552]}",iAssist Line,2,Good
169,6207981ff1ffd716fe69da0a,ORD283406,ID1445498772,2019-03-04,Bakers,"('Candle Inferno', 2)",8635,65.36,-37.8165205,144.9859039,25,6541.61,Autumn,False,1.0956,excellent value all in all excellent value. i appreciate the sd micro for additional storage provided.,True,"{'type': 'Point', 'coordinates': [144.9859039, -37.8165205]}",Candle Inferno,2,Good
169,6207981ff1ffd716fe69da0a,ORD283406,ID1445498772,2019-03-04,Bakers,"('Lucent 330S', 1)",8635,65.36,-37.8165205,144.9859039,25,6541.61,Autumn,False,1.0956,excellent value all in all excellent value. i appreciate the sd micro for additional storage provided.,True,"{'type': 'Point', 'coordinates': [144.9859039, -37.8165205]}",Lucent 330S,1,Good
169,6207981ff1ffd716fe69da0a,ORD283406,ID1445498772,2019-03-04,Bakers,"('iAssist Line', 1)",8635,65.36,-37.8165205,144.9859039,25,6541.61,Autumn,False,1.0956,excellent value all in all excellent value. i appreciate the sd micro for additional storage provided.,True,"{'type': 'Point', 'coordinates': [144.9859039, -37.8165205]}",iAssist Line,1,Good
169,6207981ff1ffd716fe69da0a,ORD283406,ID1445498772,2019-03-04,Bakers,"('Toshika 750', 1)",8635,65.36,-37.8165205,144.9859039,25,6541.61,Autumn,False,1.0956,excellent value all in all excellent value. i appreciate the sd micro for additional storage provided.,True,"{'type': 'Point', 'coordinates': [144.9859039, -37.8165205]}",Toshika 750,1,Good
170,6207981ff1ffd716fe69da15,ORD294462,ID0571731867,2019-03-19,Thompson,"('iStream', 1)",5825,82.33,-37.8239148,144.9475744,25,4451.08,Autumn,True,1.2522,five stars great used phones.,True,"{'type': 'Point', 'coordinates': [144.9475744, -37.8239148]}",iStream,1,Good
170,6207981ff1ffd716fe69da15,ORD294462,ID0571731867,2019-03-19,Thompson,"('iAssist Line', 1)",5825,82.33,-37.8239148,144.9475744,25,4451.08,Autumn,True,1.2522,five stars great used phones.,True,"{'type': 'Point', 'coordinates': [144.9475744, -37.8239148]}",iAssist Line,1,Good
170,6207981ff1ffd716fe69da15,ORD294462,ID0571731867,2019-03-19,Thompson,"('Universe Note', 1)",5825,82.33,-37.8239148,144.9475744,25,4451.08,Autumn,True,1.2522,five stars great used phones.,True,"{'type': 'Point', 'coordinates': [144.9475744, -37.8239148]}",Universe Note,1,Good
171,6207981ff1ffd716fe69da32,ORD053567,ID1217532917,2019-11-21,Thompson,"('Olivia x460', 2)",22620,76.14,-37.8184735,144.9486815,15,19303.14,Spring,False,0.6611,i love me muy bueno excelente equipo con todas sus funciones cámara excelente conectibidad excelente muy buen teléfono y el precio muy bueno,True,"{'type': 'Point', 'coordinates': [144.9486815, -37.8184735]}",Olivia x460,2,Good
171,6207981ff1ffd716fe69da32,ORD053567,ID1217532917,2019-11-21,Thompson,"('Toshika 750', 1)",22620,76.14,-37.8184735,144.9486815,15,19303.14,Spring,False,0.6611,i love me muy bueno excelente equipo con todas sus funciones cámara excelente conectibidad excelente muy buen teléfono y el precio muy bueno,True,"{'type': 'Point', 'coordinates': [144.9486815, -37.8184735]}",Toshika 750,1,Good
171,6207981ff1ffd716fe69da32,ORD053567,ID1217532917,2019-11-21,Thompson,"('Universe Note', 2)",22620,76.14,-37.8184735,144.9486815,15,19303.14,Spring,False,0.6611,i love me muy bueno excelente equipo con todas sus funciones cámara excelente conectibidad excelente muy buen teléfono y el precio muy bueno,True,"{'type': 'Point', 'coordinates': [144.9486815, -37.8184735]}",Universe Note,2,Good
171,6207981ff1ffd716fe69da32,ORD053567,ID1217532917,2019-11-21,Thompson,"('Alcon 10', 1)",22620,76.14,-37.8184735,144.9486815,15,19303.14,Spring,False,0.6611,i love me muy bueno excelente equipo con todas sus funciones cámara excelente conectibidad excelente muy buen teléfono y el precio muy bueno,True,"{'type': 'Point', 'coordinates': [144.9486815, -37.8184735]}",Alcon 10,1,Good
172,6207981ff1ffd716fe69db02,ORD450897,ID6212685642,2019-10-05,Bakers,"('Olivia x460', 2)",17530,79.05,-37.8164624,144.9860256,0,648477.6,Spring,False,1.0833,... was a gift to my wife - she just love the olivia this was a gift to my wife - she just love the olivia; addicted to it :-),True,"{'type': 'Point', 'coordinates': [144.9860256, -37.8164624]}",Olivia x460,2,Neutral
172,6207981ff1ffd716fe69db02,ORD450897,ID6212685642,2019-10-05,Bakers,"('pearTV', 2)",17530,79.05,-37.8164624,144.9860256,0,648477.6,Spring,False,1.0833,... was a gift to my wife - she just love the olivia this was a gift to my wife - she just love the olivia; addicted to it :-),True,"{'type': 'Point', 'coordinates': [144.9860256, -37.8164624]}",pearTV,2,Neutral
172,6207981ff1ffd716fe69db02,ORD450897,ID6212685642,2019-10-05,Bakers,"('Lucent 330S', 2)",17530,79.05,-37.8164624,144.9860256,0,648477.6,Spring,False,1.0833,... was a gift to my wife - she just love the olivia this was a gift to my wife - she just love the olivia; addicted to it :-),True,"{'type': 'Point', 'coordinates': [144.9860256, -37.8164624]}",Lucent 330S,2,Neutral
173,6207981ff1ffd716fe69da7c,ORD495312,ID0560991981,2019-09-10,Bakers,"('Olivia x460', 2)",27400,103.11,-37.8220278,144.9475811,5,26133.11,Spring,True,1.0423,an all around great phone for anyone i love it! everything about this phone is great! highly recommend if you want a good reliable phone that feels premium and performs great.,True,"{'type': 'Point', 'coordinates': [144.9475811, -37.8220278]}",Olivia x460,2,Good
173,6207981ff1ffd716fe69da7c,ORD495312,ID0560991981,2019-09-10,Bakers,"('Alcon 10', 2)",27400,103.11,-37.8220278,144.9475811,5,26133.11,Spring,True,1.0423,an all around great phone for anyone i love it! everything about this phone is great! highly recommend if you want a good reliable phone that feels premium and performs great.,True,"{'type': 'Point', 'coordinates': [144.9475811, -37.8220278]}",Alcon 10,2,Good
173,6207981ff1ffd716fe69da7c,ORD495312,ID0560991981,2019-09-10,Bakers,"('Universe Note', 2)",27400,103.11,-37.8220278,144.9475811,5,26133.11,Spring,True,1.0423,an all around great phone for anyone i love it! everything about this phone is great! highly recommend if you want a good reliable phone that feels premium and performs great.,True,"{'type': 'Point', 'coordinates': [144.9475811, -37.8220278]}",Universe Note,2,Good
173,6207981ff1ffd716fe69da7c,ORD495312,ID0560991981,2019-09-10,Bakers,"('iStream', 1)",27400,103.11,-37.8220278,144.9475811,5,26133.11,Spring,True,1.0423,an all around great phone for anyone i love it! everything about this phone is great! highly recommend if you want a good reliable phone that feels premium and performs great.,True,"{'type': 'Point', 'coordinates': [144.9475811, -37.8220278]}",iStream,1,Good
174,6207981ff1ffd716fe69da30,ORD130025,ID1217532913,2019-11-24,Thompson,"('Olivia x460', 1)",98614,98.48,-37.8183743,144.9486428,15,5449.23,Spring,True,0.6495,five stars cool,True,"{'type': 'Point', 'coordinates': [144.9486428, -37.8183743]}",Olivia x460,1,Neutral
174,6207981ff1ffd716fe69da30,ORD130025,ID1217532913,2019-11-24,Thompson,"('Thunder line', 1)",98614,98.48,-37.8183743,144.9486428,15,5449.23,Spring,True,0.6495,five stars cool,True,"{'type': 'Point', 'coordinates': [144.9486428, -37.8183743]}",Thunder line,1,Neutral
174,6207981ff1ffd716fe69da30,ORD130025,ID1217532913,2019-11-24,Thompson,"('Lucent 330S', 2)",98614,98.48,-37.8183743,144.9486428,15,5449.23,Spring,True,0.6495,five stars cool,True,"{'type': 'Point', 'coordinates': [144.9486428, -37.8183743]}",Lucent 330S,2,Neutral
174,6207981ff1ffd716fe69da30,ORD130025,ID1217532913,2019-11-24,Thompson,"('Candle Inferno', 1)",98614,98.48,-37.8183743,144.9486428,15,5449.23,Spring,True,0.6495,five stars cool,True,"{'type': 'Point', 'coordinates': [144.9486428, -37.8183743]}",Candle Inferno,1,Neutral
175,6207981ff1ffd716fe69db31,ORD175085,ID0278912937,2019-05-06,Nickolson,"('Toshika 750', 1)",8950,79.87,-37.8100903,144.9785812,10,8134.87,Winter,True,1.2357,"great phone! had to buy this because i destroyed mine and could not justify spending another $600. there were some minor scratches, but overall everything works just fine. i would totally buy from this seller again if needed.",True,"{'type': 'Point', 'coordinates': [144.9785812, -37.8100903]}",Toshika 750,1,Good
175,6207981ff1ffd716fe69db31,ORD175085,ID0278912937,2019-05-06,Nickolson,"('Thunder line', 1)",8950,79.87,-37.8100903,144.9785812,10,8134.87,Winter,True,1.2357,"great phone! had to buy this because i destroyed mine and could not justify spending another $600. there were some minor scratches, but overall everything works just fine. i would totally buy from this seller again if needed.",True,"{'type': 'Point', 'coordinates': [144.9785812, -37.8100903]}",Thunder line,1,Good
175,6207981ff1ffd716fe69db31,ORD175085,ID0278912937,2019-05-06,Nickolson,"('Olivia x460', 2)",8950,79.87,-37.8100903,144.9785812,10,8134.87,Winter,True,1.2357,"great phone! had to buy this because i destroyed mine and could not justify spending another $600. there were some minor scratches, but overall everything works just fine. i would totally buy from this seller again if needed.",True,"{'type': 'Point', 'coordinates': [144.9785812, -37.8100903]}",Olivia x460,2,Good
176,6207981ff1ffd716fe69da21,ORD026756,ID0252588997,2019-10-11,Thompson,"('pearTV', 1)",23900,75.41,-37.8181125,144.9486411,25,18000.41,Spring,False,0.6211,great condition nephew very happy with it,True,"{'type': 'Point', 'coordinates': [144.9486411, -37.8181125]}",pearTV,1,Good
176,6207981ff1ffd716fe69da21,ORD026756,ID0252588997,2019-10-11,Thompson,"('Toshika 750', 2)",23900,75.41,-37.8181125,144.9486411,25,18000.41,Spring,False,0.6211,great condition nephew very happy with it,True,"{'type': 'Point', 'coordinates': [144.9486411, -37.8181125]}",Toshika 750,2,Good
176,6207981ff1ffd716fe69da21,ORD026756,ID0252588997,2019-10-11,Thompson,"('Alcon 10', 1)",23900,75.41,-37.8181125,144.9486411,25,18000.41,Spring,False,0.6211,great condition nephew very happy with it,True,"{'type': 'Point', 'coordinates': [144.9486411, -37.8181125]}",Alcon 10,1,Good
177,6207981ff1ffd716fe69db5f,ORD170576,ID1217532720,2019-01-07,Thompson,"('Toshika 750', 1)",13270,56.17,-37.8181279,144.9485845,10,11999.17,Summer,False,0.6217,"no wifi calling on this phone this is a really nice looking phone an has many features, but it's missing one important feature - wifi calling ! you can serf the enet using wifi put this phone doesn't have wifi calling !",False,"{'type': 'Point', 'coordinates': [144.9485845, -37.8181279]}",Toshika 750,1,Good
177,6207981ff1ffd716fe69db5f,ORD170576,ID1217532720,2019-01-07,Thompson,"('Alcon 10', 1)",13270,56.17,-37.8181279,144.9485845,10,11999.17,Summer,False,0.6217,"no wifi calling on this phone this is a really nice looking phone an has many features, but it's missing one important feature - wifi calling ! you can serf the enet using wifi put this phone doesn't have wifi calling !",False,"{'type': 'Point', 'coordinates': [144.9485845, -37.8181279]}",Alcon 10,1,Good
178,6207981ff1ffd716fe69db07,ORD361759,ID0767645839,2019-07-03,Nickolson,"('Candle Inferno', 2)",3320,66.09,-37.8079991,144.9732055,15,2888.09,Winter,False,1.2225,five stars phone works perfect. thank you,True,"{'type': 'Point', 'coordinates': [144.9732055, -37.8079991]}",Candle Inferno,2,Neutral
178,6207981ff1ffd716fe69db07,ORD361759,ID0767645839,2019-07-03,Nickolson,"('Lucent 330S', 2)",3320,66.09,-37.8079991,144.9732055,15,2888.09,Winter,False,1.2225,five stars phone works perfect. thank you,True,"{'type': 'Point', 'coordinates': [144.9732055, -37.8079991]}",Lucent 330S,2,Neutral
179,6207981ff1ffd716fe69da91,ORD115766,ID0319157116,2019-05-15,Thompson,"('Toshika 750', 2)",25665,67.12,-37.8074393,144.9670156,25,19315.87,Autumn,False,1.2617,excellent love the phone came fast and perfect condition have no issues at all i'm using it for everything even writing this review. came without being locked or needing to jail break it. easy set up and problems yet i've had it about 6 months,True,"{'type': 'Point', 'coordinates': [144.9670156, -37.8074393]}",Toshika 750,2,Poor
179,6207981ff1ffd716fe69da91,ORD115766,ID0319157116,2019-05-15,Thompson,"('iAssist Line', 1)",25665,67.12,-37.8074393,144.9670156,25,19315.87,Autumn,False,1.2617,excellent love the phone came fast and perfect condition have no issues at all i'm using it for everything even writing this review. came without being locked or needing to jail break it. easy set up and problems yet i've had it about 6 months,True,"{'type': 'Point', 'coordinates': [144.9670156, -37.8074393]}",iAssist Line,1,Poor
179,6207981ff1ffd716fe69da91,ORD115766,ID0319157116,2019-05-15,Thompson,"('pearTV', 2)",25665,67.12,-37.8074393,144.9670156,25,19315.87,Autumn,False,1.2617,excellent love the phone came fast and perfect condition have no issues at all i'm using it for everything even writing this review. came without being locked or needing to jail break it. easy set up and problems yet i've had it about 6 months,True,"{'type': 'Point', 'coordinates': [144.9670156, -37.8074393]}",pearTV,2,Poor
179,6207981ff1ffd716fe69da91,ORD115766,ID0319157116,2019-05-15,Thompson,"('Thunder line', 1)",25665,67.12,-37.8074393,144.9670156,25,19315.87,Autumn,False,1.2617,excellent love the phone came fast and perfect condition have no issues at all i'm using it for everything even writing this review. came without being locked or needing to jail break it. easy set up and problems yet i've had it about 6 months,True,"{'type': 'Point', 'coordinates': [144.9670156, -37.8074393]}",Thunder line,1,Poor
180,6207981ff1ffd716fe69d9f4,ORD337877,ID0576844518,2019-07-25,Bakers,"('ALCON 10', 1)",11175,69.64,-37.8244324,144.988745,5,10685.89,Winter,False,1.7053,i live this item.  i bought several for each room in the house and as a gift for my mom.  i also use mine to travel with.,True,"{'type': 'Point', 'coordinates': [144.988745, -37.8244324]}",ALCON 10,1,Neutral
180,6207981ff1ffd716fe69d9f4,ORD337877,ID0576844518,2019-07-25,Bakers,"('iassist line', 1)",11175,69.64,-37.8244324,144.988745,5,10685.89,Winter,False,1.7053,i live this item.  i bought several for each room in the house and as a gift for my mom.  i also use mine to travel with.,True,"{'type': 'Point', 'coordinates': [144.988745, -37.8244324]}",iassist line,1,Neutral
181,6207981ff1ffd716fe69da1b,ORD250175,ID2347007247,2019-06-23,Thompson,"('Toshika 750', 1)",24680,76.85,-37.8211126,144.9472811,25,18586.85,Winter,True,0.9396,five stars my favorite phone ever! broke 1 and bought same again :) do not want to upgrade it ever! lol,True,"{'type': 'Point', 'coordinates': [144.9472811, -37.8211126]}",Toshika 750,1,Neutral
181,6207981ff1ffd716fe69da1b,ORD250175,ID2347007247,2019-06-23,Thompson,"('Alcon 10', 2)",24680,76.85,-37.8211126,144.9472811,25,18586.85,Winter,True,0.9396,five stars my favorite phone ever! broke 1 and bought same again :) do not want to upgrade it ever! lol,True,"{'type': 'Point', 'coordinates': [144.9472811, -37.8211126]}",Alcon 10,2,Neutral
181,6207981ff1ffd716fe69da1b,ORD250175,ID2347007247,2019-06-23,Thompson,"('Lucent 330S', 2)",24680,76.85,-37.8211126,144.9472811,25,18586.85,Winter,True,0.9396,five stars my favorite phone ever! broke 1 and bought same again :) do not want to upgrade it ever! lol,True,"{'type': 'Point', 'coordinates': [144.9472811, -37.8211126]}",Lucent 330S,2,Neutral
182,6207981ff1ffd716fe69dac9,ORD498590,ID3146808064,2019-06-01,Bakers,"('iAssist Line', 2)",6630,67.0,-37.814102,144.984733,25,5039.5,Winter,False,1.0303,notes are awesome love it even though i sure do miss my note 7 ;-(,True,"{'type': 'Point', 'coordinates': [144.984733, -37.814102]}",iAssist Line,2,Neutral
182,6207981ff1ffd716fe69dac9,ORD498590,ID3146808064,2019-06-01,Bakers,"('Thunder line', 1)",6630,67.0,-37.814102,144.984733,25,5039.5,Winter,False,1.0303,notes are awesome love it even though i sure do miss my note 7 ;-(,True,"{'type': 'Point', 'coordinates': [144.984733, -37.814102]}",Thunder line,1,Neutral
183,6207981ff1ffd716fe69db2b,ORD434570,ID0579502234,2019-07-27,Thompson,"('Candle Inferno', 1)",9070,74.52,-37.8146893,144.9504304,5,8691.02,Winter,True,0.3712,really like the show me feature. i also like video calls with others.,True,"{'type': 'Point', 'coordinates': [144.9504304, -37.8146893]}",Candle Inferno,1,Neutral
183,6207981ff1ffd716fe69db2b,ORD434570,ID0579502234,2019-07-27,Thompson,"('Toshika 750', 2)",9070,74.52,-37.8146893,144.9504304,5,8691.02,Winter,True,0.3712,really like the show me feature. i also like video calls with others.,True,"{'type': 'Point', 'coordinates': [144.9504304, -37.8146893]}",Toshika 750,2,Neutral
184,6207981ff1ffd716fe69d9b0,ORD405547,ID3213448169,2019-05-05,Thompson,"('Lucent 330S', 2)",4685,65.27,-37.8080577,144.9609388,25,3579.02,Autumn,False,1.3236,"five stars great phone, works very well. i am in love.",True,"{'type': 'Point', 'coordinates': [144.9609388, -37.8080577]}",Lucent 330S,2,Good
