fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"506",APARTAMENTOS EL MARQUES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B42,Puerto Santiago,"38040",Santiago del Teide,"CALLE LAS ROSAS, S/N - LA HONDURA",80 o más apartamentos,260 o más plazas,-16.84012058,28.240203336,eth08ucrhe,319460.22,3125183.47
"507",APARTAMENTOS LAS ROSAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B42,Puerto Santiago,"38040",Santiago del Teide,"CALLE ROSAS, S/N - PUERTO DE SANTIAGO",80 o más apartamentos,260 o más plazas,-16.84075247,28.241015415,eth08v0gy4,319399.58,3125274.4
"508",APARTAMENTOS VIGILIA PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B42,Puerto Santiago,"38040",Santiago del Teide,"AVENIDA QUINTO CENTENARIO, 58",80 o más apartamentos,260 o más plazas,-16.84092522,28.239598425,eth08ubg9f,319380.24,3125117.64
"509",APARTAMENTOS GOMERA LOUNGE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,PASEO LAS PALMERAS 9,Menor de 20 apartamentos,Menor de 50 plazas,-17.34313058,28.095038615,esgxv6e17y,269783.97,3109948.03
"510",APARTAMENTOS RIVAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LA GURONA, 31",Menor de 20 apartamentos,Menor de 50 plazas,-17.33596653,28.095856882,esgxvd8q4x,270489.81,3110025.17
"511",HOTEL JARDIN TECINA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,LOMADA S/N,300 o más habitaciones,650 o más plazas,-17.18927511,28.030818524,esgz2yg5kg,284776.77,3102549.26
"512",APARTAMENTOS CABELLOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LAS VUELTAS, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.33437586,28.083445613,esgxv83mzv,270619.74,3108646.65
"513",APARTAMENTOS GRAN REY,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LA ALAMEDA, 19 (LAS ORIJAMAS)",Menor de 20 apartamentos,Menor de 50 plazas,-17.33185948,28.098503032,esgxve5mdk,270899.08,3110310.69
"514",APARTAMENTOS DOMINGUEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LA ORQUÍDEA, 3",Menor de 20 apartamentos,Menor de 50 plazas,-17.33611516,28.095860576,esgxvd8nr0,270475.21,3110025.86
"515",APARTAMENTOS SAN JOSE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LOS MÉDANOS, 2",Menor de 20 apartamentos,Menor de 50 plazas,-17.34253369,28.096076256,esgxv6ex98,269844.85,3110061.9
"516",APARTAMENTOS BALCON CANARIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"PASEO LAS PALMERAS, 3",Menor de 20 apartamentos,Menor de 50 plazas,-17.34243249,28.095342796,esgxv6eehp,269853.23,3109980.42
"517",APARTAMENTOS HUMBERTO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"C/ LA RODADERA, Nº 7 (LOMO DE VUELTAS)",Menor de 20 apartamentos,Menor de 50 plazas,-17.33420718,28.083958102,esgxv898gt,270637.41,3108703.13
"518",APARTAMENTOS LOS TELARES,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38021",Hermigua,"CALLE EL CONVENTO, S/N",De 20 a 39 apartamentos,Menor de 50 plazas,-17.19799973,28.15163768,et5b0sug1t,284160.82,3115954.16
"519",APARTAMENTOS CASA DIVERSA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38021",Hermigua,"LOS GOMEROS, 12",Menor de 20 apartamentos,Menor de 50 plazas,-17.18714862,28.168370098,et5b0zuswk,285260.09,3117789.24
"520",APARTAMENTOS CASA POLICARPO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE EL CHORRO, 7",Menor de 20 apartamentos,Menor de 50 plazas,-17.3346139,28.096948239,esgxvdckd4,270625.07,3110143.57
"521",APARTAMENTOS CASA ROLAND,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"CALLE EL LIRIAZO, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.10311047,28.094134042,esgzff3uhw,293370.84,3109416.54
"522",HOTEL RADISSON BLU RESORT GRAN CANARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B16,Patalavaca - Arguineguín,"35012",Mogán,"BARRANCO DE LA VERGA, S/N.",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.69088319,27.77220625,esuvfzy0zf,431927.37,3072160.15
"523",APARTAMENTOS LAS TRES PALMERAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 5",De 40 a 79 apartamentos,De 50 a 119 plazas,-17.34382454,28.096126109,esgxv6dxg9,269718.09,3110069.87
"524",APARTAMENTOS LOS TARAJALES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 9",De 40 a 79 apartamentos,De 50 a 119 plazas,-17.34452991,28.096446365,esgxv6f1ej,269649.45,3110106.7
"525",APARTAMENTOS CHARCO DEL CONDE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"AVENIDAMARITIMA, 7",80 o más apartamentos,De 120 a 259 plazas,-17.33831248,28.086421372,esgxv2yxk0,270239.14,3108983.88
"526",APARTAMENTOS TAPAHUGA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38003",Alajeró,AVENIDA MARITIMA.- PYA. SANTIAGO,De 20 a 39 apartamentos,De 50 a 119 plazas,-17.19801655,28.028126863,esgz2wkg9j,283911.8,3102266.44
"527",APARTAMENTOS CARLOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,CALLE LEPANTO (ZONA LA PLAYA),Menor de 20 apartamentos,Menor de 50 plazas,-17.34234588,28.096424051,esgxv6g9w1,269864.05,3110100.09
"528",APARTAMENTOS EL GUIRRE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 11",Menor de 20 apartamentos,Menor de 50 plazas,-17.34499049,28.09653368,esgxv6cf0m,269604.37,3110117.25
"529",APARTAMENTOS QUINTERO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,PLAZA LAS AMERICAS Nº 6,Menor de 20 apartamentos,Menor de 50 plazas,-17.10945321,28.090537755,esgzf9tr0z,292740.6,3109028.8
"530",APARTAMENTOS FINCA GERARDO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CALLE LA PLAYA, 28-30",Menor de 20 apartamentos,Menor de 50 plazas,-17.34330454,28.098084855,esgxv74gpw,269773.38,3110285.97
"531",APARTAMENTOS BELLAVISTA GOMERA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"SANTA ANA LAGUNA SANTIAGO, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.19418121,28.032938901,esgz2xpxdw,284298.56,3102792.92
"532",APARTAMENTOS CANARIAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,RUIZ DE PADRON Nº 3,Menor de 20 apartamentos,Menor de 50 plazas,-17.11085741,28.090678668,esgzf9u204,292602.87,3109046.81
"533",PARADOR DE TURISMO CONDE DE LA GOMERA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"CERRO DE LA HORCA, S/N",De 50 a 149 habitaciones,De 100 a 349 plazas,-17.10747551,28.091082424,esgzf9ydqv,292936.01,3109085.79
"534",APARTAMENTOS BAJA DEL SECRETO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"AVENIDA MARÍTIMA, 11",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.33701381,28.085920446,esgxv2zs67,270365.72,3108925.91
"535",APARTAMENTOS RAMON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,CALLE ISLA DE LOBOS 11,Menor de 20 apartamentos,Menor de 50 plazas,-17.12131783,28.091224548,esgzf3uehr,291575.9,3109125.19
"536",APARTAMENTOS PUNTA MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,AVENIDA MARITIMA. LA PUNTILLA,Menor de 20 apartamentos,Menor de 50 plazas,-17.33884461,28.086788466,esgxv3n1rs,270187.62,3109025.57
"537",APARTAMENTOS PARAISO DEL CONDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"AVENIDA MARITIMA, 20",Menor de 20 apartamentos,Menor de 50 plazas,-17.33870451,28.086366234,esgxv2yqfy,270200.49,3108978.51
"538",APARTAMENTOS JARDIN DEL CONDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"AVENIDA MARITIMA, S/N",De 40 a 79 apartamentos,De 120 a 259 plazas,-17.3363657,28.08570808,esgxv8b517,270428.97,3108901.15
"539",APARTAMENTOS LAS MOZAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, S/N",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.3434539,28.095706201,esgxv6dvk5,269753.62,3110022.63
"540",FINCA PIÑERO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38021",Hermigua,C/ PATRONATO CTRA. GENERAL KM.20,Menor de 20 apartamentos,Menor de 50 plazas,-17.19820953,28.154252087,et5b0tkdks,284145.46,3116244.27
"541",APARTAMENTOS EL BALCON DE SANTA ANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38003",Alajeró,"LAS TRINCHERAS, PLAYA SANTIAGO",80 o más apartamentos,260 o más plazas,-17.20065502,28.025698973,esgz2tfve8,283647.48,3102002.06
"542",APARTAMENTOS LA BANDA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38003",Alajeró,"CALLE LA BANDA, PLAYA DE SANTIAGO",Menor de 20 apartamentos,Menor de 50 plazas,-17.19825503,28.031449477,esgz2wux58,283894.99,3102635.08
"543",APARTAMENTOS MARTELL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38003",Alajeró,"CALLE SANTIAGO APOSTOL, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.1984372,28.030900728,esgz2wu7z6,283875.98,3102574.59
"544",PARADOR DE TURISMO DE EL HIERRO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38048",Valverde,CALLE LAS PLAYAS 15,Menor de 50 habitaciones,Menor de 100 plazas,-17.95844378,27.717393744,esgjxmg19b,208288.94,3069402.13
"545",APARTAMENTOS MIRANDA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38008",Breña Alta,"CARRETERA GENERAL ZUMACAL, 83",Menor de 20 apartamentos,Menor de 50 plazas,-17.77626581,28.656664933,et5752z9nv,228645.42,3173102.33
"546",APARTAMENTOS VISTABELLA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"CALLE SAN JOSÉ 312, 314",Menor de 20 apartamentos,Menor de 50 plazas,-17.7735086,28.640470875,et56gtcdz4,228873.33,3171300.85
"547",APARTAMENTOS HACIENDA SAN JORGE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"PLAYA DE LOS CANCAJOS, 22",80 o más apartamentos,260 o más plazas,-17.76106893,28.651417595,et56gzff95,230117.95,3172486.17
"548",APARTAMENTOS MAYOYSA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"SAN ANTONIO, 340",Menor de 20 apartamentos,Menor de 50 plazas,-17.76663486,28.640021735,et56gty8pr,229544.41,3171235.47
"549",APARTAMENTOS LOS PAJEROS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,CALLE CAMINO DEL SOCORRO Nº 91-93.,Menor de 20 apartamentos,Menor de 50 plazas,-17.77340992,28.655288205,et57589c1s,228921.13,3172943.22
"550",APARTAMENTOS OASIS SAN ANTONIO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"URBANIZACIÓN SAN ANTONIO DEL MAR, S/N",De 40 a 79 apartamentos,De 120 a 259 plazas,-17.7597866,28.646224434,et56gygsqg,230230.04,3171907.58
"551",APARTAMENTOS EL CERRITO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"PLAYA DE LOS LOS CANCAJOS, S/N",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.76026769,28.646905976,et56gz527f,230184.74,3171984.22
"552",BUNGALOWS EVA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38014",Fuencaliente,CAMINO NICHO DE LA CRUZ 8,Menor de 20 apartamentos,Menor de 50 plazas,-17.85583316,28.491175262,et561dtv0u,220427.25,3154939.74
"553",APARTAMENTOS LA MURALLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CARRETERA GENERAL PUERTO DE NAOS, S/N",Menor de 20 apartamentos,Menor de 50 plazas,-17.90989243,28.591737581,et568kyqvq,215403.39,3166215.48
"554",APARTAMENTOS CRUZ CHICA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CALLE CRUZ CHICA, 5-7",Menor de 20 apartamentos,Menor de 50 plazas,-17.9068778,28.632604864,et56bs2t58,215808.54,3170738.97
"555",HOTEL GRAND TEGUISE PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B1,Costa Teguise,ES708B12,Costa Teguise: Litoral,"35024",Teguise,"AVENIDA DEL JABLILLO, S/N",300 o más habitaciones,De 350 a 649 plazas,-13.48990206,28.994031693,etnkvn0yqr,647100.98,3208264.15
"556",HOTEL BOOMERANG,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38048",Valverde,"CALLE DR. GOST, 1",Menor de 50 habitaciones,Menor de 100 plazas,-17.91455654,27.808562909,esgq0q7h8e,212858.18,3079405.21
"557",APARTAMENTOS FINCA ALCALA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"CALLE ALCALA, 24",Menor de 20 apartamentos,Menor de 50 plazas,-17.87997919,28.617117993,et56c1s4y3,218398.12,3168958.35
"558",APARTAMENTOS PADRÓN-BRITO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"MAXIMILIANO DARIAS MONTESINOS, Nº 4",Menor de 20 apartamentos,Menor de 50 plazas,-17.91045984,28.586888425,et568kn48n,215334.79,3165679.24
"559",APARTAMENTOS MARTA Y CARLOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CARRETERA EL REMO, 300",Menor de 20 apartamentos,Menor de 50 plazas,-17.90305245,28.573243386,et5689e7hw,216022.93,3164148.91
"560",APARTAMENTOS PLAYA DELPHIN,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CALLE JOSÉ GUZMÁN PÉREZ, 1",Menor de 20 apartamentos,Menor de 50 plazas,-17.91021386,28.586650793,et568kn1mc,215358.22,3165652.31
"561",APARTAMENTOS NISAMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"MANUEL R. QUINTERO, 2",Menor de 20 apartamentos,Menor de 50 plazas,-17.90974386,28.585897597,et5687ysbt,215402.18,3165567.69
"562",APARTAMENTOS EL PATIO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CALLE CONVENTO, 41",Menor de 20 apartamentos,Menor de 50 plazas,-17.90892009,28.657669399,et5702zp5b,215676.47,3173522.57
"563",APARTAMENTOS ROSABEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"TABURIENTE, 65",Menor de 20 apartamentos,Menor de 50 plazas,-17.88986717,28.642616089,et56byhzrf,217499.21,3171808.47
"564",APARTAMENTOS LA PALMA JARDÍN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"URBANIZACIÓN CELTA, S/N",De 20 a 39 apartamentos,De 50 a 119 plazas,-17.9140957,28.647097186,et56br537m,215141.75,3172362.84
"565",APARTAMENTOS JARDIN DE ARIDANE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"TAMARAHOYA, 19",Menor de 20 apartamentos,Menor de 50 plazas,-17.89160252,28.640149264,et56bvg8zq,217322.87,3171539.1
"566",APARTAMENTOS ELIDA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"CALLE EL PILAR, 3",Menor de 20 apartamentos,Menor de 50 plazas,-17.86971253,28.653508534,et57125wv9,219499.36,3172968.49
"567",HOTEL LA PALMA ROMANTICA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38007",Barlovento,"LAS LLANADAS, S/N.",Menor de 50 habitaciones,Menor de 100 plazas,-17.80554383,28.822080087,et57fyfkuc,226214.62,3191507.03
"568",APARTAMENTOS LUNA BAILADORA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"CALLE ECHEDEY, 24",Menor de 20 apartamentos,Menor de 50 plazas,-17.88206648,28.63949045,et56cjdtje,218253.76,3171443.52
"569",APARTAMENTOS VISTA VALLE HEINZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"C/ VISTA VALLE, Nº 37",Menor de 20 apartamentos,Menor de 50 plazas,-17.89072719,28.637562923,et56bvk3gu,217401.54,3171250.3
"570",APARTAMENTOS LA VILLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,URBANIZACIÓN CELTA S/N,De 20 a 39 apartamentos,De 50 a 119 plazas,-17.89658861,28.648771855,et56bz255q,216858.4,3172506.84
"571",APARTAMENTOS RINCÓN TAJUYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CALLE ÁNGEL, 2",Menor de 20 apartamentos,Menor de 50 plazas,-17.9122098,28.658949585,et5703hwrr,215358.24,3173672.34
